"","","","","","","","","","","","",""
"","     [AGVN-KT334] KẾ HOẠCH  NGUYÊN LIỆU SẢN XUẤT ĐƠN HÀNG ","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","          Từ :","01/01/2025","          Đến :","10/07/2026","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","Tổng nguyên liệu thực hiện sản xuất 
Đơn hàng Dây Đan","","Loại dây","Loại NL","SL","TL nguyên (gr)","TL quy 24K (L)","TOTAL (L)","Chênh lệch 
TL ĐH/TL Min","TL cần bổ cấp đối với ĐH có 
TL < 120gr","TL cần bổ cấp đối với ĐH :120gr< TL < 120gr*n lần","SL cây dẽ NL"
"","","","1. VÀNG","","0","0.000 gr","0.000 L","","0.000 gr","0.000 gr","0.000 gr","0"
"","","","","","0","0.000 gr","0.000 L","0.000 L","","0.00 gr","  ",""
"","","","","","0","0.000 gr","0.000 L","","","0.00 gr","",""
"","","","","","0","0.000 gr","0.000 L","","","0.00 gr","",""
"","","","","","0","0.000 gr","0.000 L","","","0.00 gr","",""
"","","","","","0","0.000 gr","0.000 L","","","0.00 gr","",""
"","","","","","0","0.000 gr","0.000 L","","","0.00 gr","",""
"","","","","","0","0.000 gr","0.000 L","","","0.000 gr","",""
"","","","2. PT","","0","0.000 gr","0.000 gr","","0.000 gr","0.000 gr","0.000 gr",""
"","","","","","0","0.000 gr","0.000 L","0.000 L","0.000 gr","0.000 gr","0.000 gr",""
"","","","","","0","0.000 gr","0.000 L","","0.000 gr","0.000 gr","0.000 gr",""
"","","","","","0","0.000 gr","0.000 L","","0.000 gr","0.000 gr","0.000 gr",""
"","","","3. BẠC","","0","0.000 gr","0.000 gr","","0.000 gr","0.000 gr","0.000 gr",""
"","","","","","0","0.000 gr","0.000 L","0.000 L","0.000 gr","0.000 gr","0.000 gr",""
"","","","","","0","0.000 gr","0.000 L","","0.000 gr","0.000 gr","0.000 gr",""
"","","","","","0","0.000 gr","0.000 L","","0.000 gr","0.000 gr","0.000 gr",""
"","","","","","0","0.000 gr","0.000 gr","","","","",""
"","Stt","Thông tin đơn hàng","","","","","","","TL Min/Dây đan =","","120 gr","SL cây dẽ NL"
"","","Nhóm SP","Loại SP","Loại NL","SL","TL nguyên (gr)","TL quy 24K (L)","Tình trạng SX","Chênh lệch 
TL ĐH/TL Min","TL cần bổ cấp đối với ĐH có 
TL < 120gr","TL cần bổ cấp đối với ĐH :120gr< TL < 120gr*n lần",""
"","[1]","[2]","[3]","[4]","[5]","[6]","[7]","[8]","[9]=[6]-120gr","[10]=[9]*(-1)","[11]=120gr-[9]",""
"","","TOTAL DÂY ĐAN","","","0","0.000 gr","0.000 gr","Ready","0.00 gr","0.00 gr","0.00 gr",""
"","1","","","","0","0.000","0.000","","","  -   ","  ",""
"","","","","","0","0.000","0.000","","","  -   ","  ",""
"","","","","","0","0.000","0.000","","","  -   ","  ",""
"","","","","","0","0.000","0.000","","","  -   ","  ",""
"","","","","","0","0.000","0.000","","","  -   ","  ",""
"","","","","","0","0.000","0.000","","","  -   ","  ",""
"","","","","","0","0.000","0.000","","","  -   ","  ",""
"","","","","","0","0.000","0.000","","","  -   ","  ",""
"","","","","","0","0.000","0.000","","","  -   ","  ",""
"","","","","","0","0.000","0.000","","","  -   ","  ",""
"","","","","","0","0.000","0.000","","","  -   ","  ",""
"","","","","","0","0.000","0.000","","","  -   ","  ",""
"","","","","","0","0.000","0.000","","","  -   ","  ",""
"","","","","","0","0.000","0.000","","","  -   ","  ",""
"","","","","","0","0.000","0.000","","","  -   ","  ",""
"","","","","","0","0.000","0.000","","","  -   ","  ",""
"","","","","","0","0.000","0.000","","","  -   ","  ",""
"","","","","","0","0.000","0.000","","","  -   ","  ",""
"","","","","","0","0.000","0.000","","","  -   ","  ",""
"","","","","","0","0.000","0.000","","","  -   ","  ",""
"","","","","","0","0.000","0.000","","","  -   ","  ",""
"","","","","","0","0.000","0.000","","","  -   ","  ",""
"","","","","","0","0.000","0.000","","","  -   ","  ",""
"","","","","","0","0.000","0.000","","","  -   ","  ",""
"","","","","","0","0.000","0.000","","","  -   ","  ",""
"","","","","","0","0.000","0.000","","","  -   ","  ",""
"","","","","","0","0.000","0.000","","","  -   ","  ",""
"","","","","","0","0.000","0.000","","","  -   ","  ",""
"","","","","","0","0.000","0.000","","","  -   ","  ",""
"","","","","","0","0.000","0.000","","","  -   ","  ",""
"","","","","","0","0.000","0.000","","","  -   ","  ",""
"","","","","","0","0.000","0.000","","","  -   ","  ",""
"","","","","","0","0.000","0.000","","","  -   ","  ",""
"","","","","","0","0.000","0.000","","","  -   ","  ",""
"","","","","","0","0.000","0.000","","","  -   ","  ",""
"","","","","","0","0.000","0.000","","","  -   ","  ",""
"","","","","","0","0.000","0.000","","","  -   ","  ",""
"","","","","","0","0.000","0.000","","","  -   ","  ",""
"","","","","","0","0.000","0.000","","","  -   ","  ",""
"","","","","","0","0.000","0.000","","","  -   ","  ",""
"","","","","","0","0.000","0.000","","","  -   ","  ",""
"","","","","","0","0.000","0.000","","","  -   ","  ",""
"","","","","","0","0.000","0.000","","","  -   ","  ",""
"","","","","","0","0.000","0.000","","","  -   ","  ",""
"","","","","","0","0.000","0.000","","","  -   ","  ",""
"","","","","","0","0.000","0.000","","","  -   ","  ",""
"","","","","","0","0.000","0.000","","","  -   ","  ",""
"","","","","","0","0.000","0.000","","","  -   ","  ",""
"","","","","","0","0.000","0.000","","","  -   ","  ",""
"","","","","","0","0.000","0.000","","","  -   ","  ",""
"","","","","","0","0.000","0.000","","","  -   ","  ",""
"","","","","","0","0.000","0.000","","","  -   ","  ",""
"","","","","","0","0.000","0.000","","","  -   ","  ",""
"","","","","","0","0.000","0.000","","","  -   ","  ",""
"","","","","","0","0.000","0.000","","","  -   ","  ",""
"","","","","","0","0.000","0.000","","","  -   ","  ",""
