"TỔNG HỢP ĐỀ XUẤT NVL VÀNG","","","","","","","","TỔNG HỢP ĐỀ XUẤT NVL BẠC","","","","","","","","TỔNG HỢP ĐỀ XUẤT NVL PT","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","",""
"Cửa hàng","TL NVL ĐỀ XUẤT","","TL NVL ĐÃ CẤP","","TL NVL CÒN LẠI","","","Cửa hàng","TL NVL ĐỀ XUẤT","","TL NVL ĐÃ CẤP","","TL NVL CÒN LẠI","","","Cửa hàng","TL NVL ĐỀ XUẤT","","TL NVL ĐÃ CẤP","","TL NVL CÒN LẠI",""
"","SR","KH","SR","KH","SR","KH","","","SR","KH","SR","KH","SR","KH","","","SR","KH","SR","KH","SR","KH"
"CH1","4.5","5.6","0","0","4.5","5.6","","CH1","0","0","0","0","0","0","","CH1","0","0","0","0","0","0"
"CH2","0","0","0","0","0","0","","CH2","0","0","0","0","0","0","","CH2","0","0","0","0","0","0"
"CH3","0","0","0","0","0","0","","CH3","0","0","0","0","0","0","","CH3","0","0","0","0","0","0"
"PKD SỈ","0","0","0","0","0","0","","PKD SỈ","0","0","0","0","0","0","","PKD SỈ","0","0","0","0","0","0"
"PSX L2","0","0","0","0","0","0","","PSX L2","0","0","0","0","0","0","","PSX L2","0","0","0","0","0","0"
"ADM2","0","0","0","0","0","0","","ADM2","0","0","0","0","0","0","","ADM2","0","0","0","0","0","0"
"","","","","","","","","","","","","","","","","","","","","","",""
"CHI TIẾT ĐỀ XUẤT NVL VÀNG","","","","","","","","CHI TIẾT ĐỀ XUẤT NVL BẠC","","","","","","","","CHI TIẾT ĐỀ XUẤT NVL PT","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","",""
"STT","MÃ ĐH","Cửa hàng","Khách hàng","TL NVL đề xuất (L)","TL NVL đã cấp (L)","Còn lại (L)","","STT","MÃ ĐH","Cửa hàng","Khách hàng","TL NVL đề xuất (L)","TL NVL đã cấp (L)","Còn lại (L)","","STT","MÃ ĐH","Cửa hàng","Khách hàng","TL NVL đề xuất (L)","TL NVL đã cấp (L)","Còn lại (L)"
"TỔNG CỘNG","","","","10.1","0","10.1","","TỔNG CỘNG","","","","0","0","0","","TỔNG CỘNG","","","","0","0","0"
"1","[DHAG-25/10/06]","CH1","SR","4.5","","4.5","","","","","","","","0","","","","","","","","0"
"2","[DHAG-26/05/03]","CH1","KH","5.6","","5.6","","","","","","","","0","","","","","","","","0"
"","","","","","","0","","","","","","","","0","","","","","","","","0"
"","","","","","","0","","","","","","","","0","","","","","","","","0"
"","","","","","","0","","","","","","","","0","","","","","","","","0"
"","","","","","","0","","","","","","","","0","","","","","","","","0"
"","","","","","","0","","","","","","","","0","","","","","","","","0"
"","","","","","","0","","","","","","","","0","","","","","","","","0"
"","","","","","","0","","","","","","","","0","","","","","","","","0"
"","","","","","","0","","","","","","","","0","","","","","","","","0"
"","","","","","","0","","","","","","","","0","","","","","","","","0"
"","","","","","","0","","","","","","","","0","","","","","","","","0"
"","","","","","","0","","","","","","","","0","","","","","","","","0"
"","","","","","","0","","","","","","","","0","","","","","","","","0"
"","","","","","","0","","","","","","","","0","","","","","","","","0"
"","","","","","","0","","","","","","","","0","","","","","","","","0"
"","","","","","","0","","","","","","","","0","","","","","","","","0"
"","","","","","","0","","","","","","","","0","","","","","","","","0"
"","","","","","","0","","","","","","","","0","","","","","","","","0"
"","","","","","","0","","","","","","","","0","","","","","","","","0"
"","","","","","","0","","","","","","","","0","","","","","","","","0"
"","","","","","","0","","","","","","","","0","","","","","","","","0"
