"Công ty TNHH ASIANA GOLD","","","","","","","","","","","","","","","","","","","","","","Nấu mới","1012.83","1.519","","","","","","","","",""
"20/05/2026","Lê Văn Tùng","TEST HỘI","BAC9999","Bạc9999","","","BAC9999","Xuất nấu mới","","40.40","","","","","","","","Xác định","Tháng 05"," Năm 2026","Tháng 05 Năm 2026","","5","N","Nấu mới","","BAC925","","DMM","","","",""
"20/05/2026","Lê Văn Tùng","TEST HỘI","LIENHUNG","Hội chế bạc của Liên Hưng","","","LIENHUNG","Xuất nấu mới","","2.91","","","","","","","","Xác định","Tháng 05"," Năm 2026","Tháng 05 Năm 2026","","5","N","Nấu mới","","BAC925","","DMM","","","",""
"20/05/2026","Lê Văn Tùng","TEST HỘI","BAC92.5","Bạc 92.5","","","BAC92.5","Nhập sau nấu mới","","","43.12","","","0.19","0.13%","0.056","0.134","Xác định","Tháng 05"," Năm 2026","Tháng 05 Năm 2026","","5","N","Nấu mới","","BAC925","T","DMM","","","",""
"21/05/2026","Lê Văn Tùng","TEST HỘI","BAC92.5","Bạc 92.5","","","BAC92.5","Xuất nấu lại","","58.98","","","","","","","","Xác định","Tháng 05"," Năm 2026","Tháng 05 Năm 2026","","5","O","Nấu quay đầu","","BAC925","","DMM","","","",""
"21/05/2026","Lê Văn Tùng","TEST HỘI","H449","Hội chế bạc của Otec","","","H449","Xuất nấu lại","","0.14","","","","","","","","Xác định","Tháng 05"," Năm 2026","Tháng 05 Năm 2026","","5","O","Nấu quay đầu","","BAC925","","DMM","","","",""
"21/05/2026","Lê Văn Tùng","TEST HỘI","BAC92.5","Bạc 92.5","","","BAC92.5","Nhập sau nấu lại","","","59.14","","","-0.02","0.11%","0.065","-0.085","Xác định","Tháng 05"," Năm 2026","Tháng 05 Năm 2026","","5","O","Nấu quay đầu","","BAC925","T","DMM","","","",""
"21/05/2026","Lê Văn Tùng","TEST HỘI","BAC92.5","Bạc 92.5","","","BAC92.5","Xuất nấu lại","","43.13","","","","","","","","Xác định","Tháng 05"," Năm 2026","Tháng 05 Năm 2026","","5","O","Nấu quay đầu","","BAC925","","DMM","","","",""
"21/05/2026","Lê Văn Tùng","TEST HỘI","LIENHUNG","Hội chế bạc của Liên Hưng","","","LIENHUNG","Xuất nấu lại","","0.47","","","","","","","","Xác định","Tháng 05"," Năm 2026","Tháng 05 Năm 2026","","5","O","Nấu quay đầu","","BAC925","","DMM","","","",""
"21/05/2026","Lê Văn Tùng","TEST HỘI","BAC92.5","Bạc 92.5","","","BAC92.5","Nhập sau nấu lại","","","43.67","","","-0.07","0.11%","0.048","-0.118","Xác định","Tháng 05"," Năm 2026","Tháng 05 Năm 2026","","5","O","Nấu quay đầu","","BAC925","T","DMM","","","",""
"21/05/2026","Lê Văn Tùng","TEST HỘI","BAC9999","Bạc9999","","","BAC9999","Xuất nấu mới","","153.64","","","","","","","","Xác định","Tháng 05"," Năm 2026","Tháng 05 Năm 2026","","5","N","Nấu mới","","BAC925","","DMM","","","",""
"21/05/2026","Lê Văn Tùng","TEST HỘI","SG204","Hội chế bạc của Oroly","","","SG204","Xuất nấu mới","","11.55","","","","","","","","Xác định","Tháng 05"," Năm 2026","Tháng 05 Năm 2026","","5","N","Nấu mới","","BAC925","","DMM","","","",""
"21/05/2026","Lê Văn Tùng","TEST HỘI","BAC92.5","Bạc 92.5","","","BAC92.5","Nhập sau nấu mới","","","164.06","","","1.13","0.13%","0.215","0.915","Xác định","Tháng 05"," Năm 2026","Tháng 05 Năm 2026","","5","N","Nấu mới","","BAC925","T","DMM","","","",""
"22/05/2026","Lê Văn Tùng","TEST HỘI","BAC92.5","Bạc 92.5","","","BAC92.5","Xuất nấu lại","","164.04","","","","","","","","Xác định","Tháng 05"," Năm 2026","Tháng 05 Năm 2026","","5","O","Nấu quay đầu","","BAC925","","DMM","","","",""
"22/05/2026","Lê Văn Tùng","TEST HỘI","BAC92.5","Bạc 92.5","","","BAC92.5","Nhập sau nấu lại","","","163.94","","","0.10","0.11%","0.180","-0.080","Xác định","Tháng 05"," Năm 2026","Tháng 05 Năm 2026","","5","O","Nấu quay đầu","","BAC925","T","DMM","","","",""
"22/05/2026","Lê Văn Tùng","TEST HỘI","BAC9999","Bạc9999","","","BAC9999","Xuất nấu mới","","33.04","","","","","","","","Xác định","Tháng 05"," Năm 2026","Tháng 05 Năm 2026","","5","N","Nấu mới","","BAC925","","DMM","","","",""
"22/05/2026","Lê Văn Tùng","TEST HỘI","LIENHUNG","Hội chế bạc của Liên Hưng","","","LIENHUNG","Xuất nấu mới","","1.56","","","","","","","","Xác định","Tháng 05"," Năm 2026","Tháng 05 Năm 2026","","5","N","Nấu mới","","BAC925","","DMM","","","",""
"22/05/2026","Lê Văn Tùng","TEST HỘI","BAC950","Bạc 950","","","BAC950","Nhập sau nấu mới","","","34.33","","","0.27","0.13%","0.045","0.225","Xác định","Tháng 05"," Năm 2026","Tháng 05 Năm 2026","","5","N","Nấu mới","","BAC925","T","DMM","","","",""
"22/05/2026","Lê Văn Tùng","TEST HỘI","BAC9999","Bạc9999","","","BAC9999","Xuất nấu mới","","55.10","","","","","","","","Xác định","Tháng 05"," Năm 2026","Tháng 05 Năm 2026","","5","N","Nấu mới","","BAC925","","DMM","","","",""
"22/05/2026","Lê Văn Tùng","TEST HỘI","H449","Hội chế bạc của Otec","","","H449","Xuất nấu mới","","2.60","","","","","","","","Xác định","Tháng 05"," Năm 2026","Tháng 05 Năm 2026","","5","N","Nấu mới","","BAC925","","DMM","","","",""
"22/05/2026","Lê Văn Tùng","TEST HỘI","BAC950","Bạc 950","","","BAC950","Nhập sau nấu mới","","","57.11","","","0.59","0.13%","0.075","0.515","Xác định","Tháng 05"," Năm 2026","Tháng 05 Năm 2026","","5","N","Nấu mới","","BAC925","T","DMM","","","",""
"22/05/2026","Lê Văn Tùng","TEST HỘI","BAC950","Bạc 950","","","BAC950","Xuất nấu lại","","34.33","","","","","","","","Xác định","Tháng 05"," Năm 2026","Tháng 05 Năm 2026","","5","O","Nấu quay đầu","","BAC925","","DMM","","","",""
"22/05/2026","Lê Văn Tùng","TEST HỘI","BAC950","Bạc 950","","","BAC950","Xuất nấu lại","","57.11","","","","","","","","Xác định","Tháng 05"," Năm 2026","Tháng 05 Năm 2026","","5","O","Nấu quay đầu","","BAC925","","DMM","","","",""
"22/05/2026","Lê Văn Tùng","TEST HỘI","BAC950","Bạc 950","","","BAC950","Nhập sau nấu lại","","","34.31","","","0.02","0.11%","0.038","-0.018","Xác định","Tháng 05"," Năm 2026","Tháng 05 Năm 2026","","5","O","Nấu quay đầu","","BAC925","T","DMM","","","",""
"22/05/2026","Lê Văn Tùng","TEST HỘI","BAC950","Bạc 950","","","BAC950","Nhập sau nấu lại","","","57.15","","","-0.04","0.11%","0.063","-0.103","Xác định","Tháng 05"," Năm 2026","Tháng 05 Năm 2026","","5","O","Nấu quay đầu","","BAC925","T","DMM","","","",""
"23/05/2026","Lê Văn Tùng","TEST KHÓA","NL750Y","Nguyên liệu vàng 750 vàng","","","18K","Xuất nấu lại","","31.76","","","","","","","","Xác định","Tháng 05"," Năm 2026","Tháng 05 Năm 2026","","5","O","Nấu quay đầu","","750Y","","DMM","","","",""
"23/05/2026","Lê Văn Tùng","TEST KHÓA","NL750Y","Nguyên liệu vàng 750 vàng","","","18K","Nhập sau nấu lại","","","31.70","","","0.06","0.13%","0.041","0.019","Xác định","Tháng 05"," Năm 2026","Tháng 05 Năm 2026","","5","O","Nấu quay đầu","","750Y","T","DMM","","","",""
"23/05/2026","Lê Văn Tùng","TEST HỘI","BAC92.5","Bạc 92.5","","","BAC92.5","Xuất nấu lại","","33.00","","","","","","","","Xác định","Tháng 05"," Năm 2026","Tháng 05 Năm 2026","","5","O","Nấu quay đầu","","BAC925","","DMM","","","",""
"23/05/2026","Lê Văn Tùng","TEST HỘI","BAC92.5","Bạc 92.5","","","BAC92.5","Nhập sau nấu lại","","","32.89","","","0.11","0.11%","0.036","0.074","Xác định","Tháng 05"," Năm 2026","Tháng 05 Năm 2026","","5","O","Nấu quay đầu","","BAC925","T","DMM","","","",""
"23/05/2026","Lê Văn Tùng","TEST KHOA","NL750Y","Nguyên liệu vàng 750 vàng","","","18K","Xuất nấu lại","","31.69","","","","","","","","Xác định","Tháng 05"," Năm 2026","Tháng 05 Năm 2026","","5","O","Nấu quay đầu","","750Y","","DMM","","","",""
"23/05/2026","Lê Văn Tùng","TEST KHOA","NL750Y","Nguyên liệu vàng 750 vàng","","","18K","Nhập sau nấu lại","","","31.65","","","0.04","0.13%","0.041","-0.001","Xác định","Tháng 05"," Năm 2026","Tháng 05 Năm 2026","","5","O","Nấu quay đầu","","750Y","T","DMM","","","",""
"26/05/2026","Lê Văn Tùng","TEST HỘI","BAC92.5","Bạc 92.5","","","BAC92.5","Xuất nấu lại","","112.52","","","","","","","","Xác định","Tháng 05"," Năm 2026","Tháng 05 Năm 2026","","5","O","Nấu quay đầu","","BAC925","","DMM","","","",""
"26/05/2026","Lê Văn Tùng","TEST HỘI","BAC92.5","Bạc 92.5","","","BAC92.5","Nhập sau nấu lại","","","112.36","","","0.16","0.11%","0.124","0.036","Xác định","Tháng 05"," Năm 2026","Tháng 05 Năm 2026","","5","O","Nấu quay đầu","","BAC925","T","DMM","","","",""
"26/05/2026","Lê Văn Tùng","TEST HỘI","BAC92.5","Bạc 92.5","","","BAC92.5","Xuất nấu lại","","107.21","","","","","","","","Xác định","Tháng 05"," Năm 2026","Tháng 05 Năm 2026","","5","O","Nấu quay đầu","","BAC925","","DMM","","","",""
"26/05/2026","Lê Văn Tùng","TEST HỘI","BAC92.5","Bạc 92.5","","","BAC92.5","Nhập sau nấu lại","","","107.11","","","0.10","0.11%","0.118","-0.018","Xác định","Tháng 05"," Năm 2026","Tháng 05 Năm 2026","","5","O","Nấu quay đầu","","BAC925","T","DMM","","","",""
"28/05/2026","Lương Trí Hiển","CHẤY BỘT BÀO","NLBOT750Y","Nguyên liệu Bột vàng 750 vàng","","","18K","Xuất chấy bột","","5.51","","","","","","","","Treo nợ","Tháng 05"," Năm 2026","Tháng 05 Năm 2026","","5","O","Nấu quay đầu","","750Y","","DMM","","","",""
"28/05/2026","Lương Trí Hiển","CHẤY BỘT BÀO","NLBOT750W","Nguyên liệu Bột vàng 750 trắng","","","18K","Xuất chấy bột","","19.81","","","","","","","","Treo nợ","Tháng 05"," Năm 2026","Tháng 05 Năm 2026","","5","O","Nấu quay đầu","","750W","","DMM","","","",""
"28/05/2026","Lương Trí Hiển","CHẤY BỘT BÀO","NLBOT680Y","Nguyên liệu Bột vàng 680 vàng","","","16K","Xuất chấy bột","","13.12","","","","","","","","Treo nợ","Tháng 05"," Năm 2026","Tháng 05 Năm 2026","","5","O","Nấu quay đầu","","680Y","","DMM","","","",""
"28/05/2026","Lương Trí Hiển","CHẤY BỘT BÀO","NLBOT610Y","Nguyên liệu Bột vàng 610 vàng","","","15K","Xuất chấy bột","","10.36","","","","","","","","Treo nợ","Tháng 05"," Năm 2026","Tháng 05 Năm 2026","","5","O","Nấu quay đầu","","610Y","","DMM","","","",""
"28/05/2026","Lương Trí Hiển","CHẤY BỘT BÀO","NLBOT750W","Nguyên liệu Bột vàng 750 trắng","","","18K","Nhập sau chấy bột","","","23.75","","","1.57","0.13%","0.033","1.537","Treo nợ","Tháng 05"," Năm 2026","Tháng 05 Năm 2026","","5","O","Nấu quay đầu","","750W","T","DMM","","","",""
"28/05/2026","Lương Trí Hiển","CHẤY BỘT BÀO","NLBOT680Y","Nguyên liệu Bột vàng 680 vàng","","","16K","Nhập sau chấy bột","","","12.93","","","0.19","0.13%","0.017","0.173","Treo nợ","Tháng 05"," Năm 2026","Tháng 05 Năm 2026","","5","O","Nấu quay đầu","","680Y","T","DMM","","","",""
"28/05/2026","Lương Trí Hiển","CHẤY BỘT BÀO","NLBOT610Y","Nguyên liệu Bột vàng 610 vàng","","","15K","Nhập sau chấy bột","","","10.37","","","-0.01","0.13%","0.013","-0.023","Treo nợ","Tháng 05"," Năm 2026","Tháng 05 Năm 2026","","5","O","Nấu quay đầu","","610Y","T","DMM","","","",""
"28/05/2026","Lương Trí Hiển","NẤU BỘT BÀO","NLBOT750W","Nguyên liệu Bột vàng 750 trắng","","","18K","Xuất nấu bột","","23.75","","","","","","","","Treo nợ","Tháng 05"," Năm 2026","Tháng 05 Năm 2026","","5","O","Nấu quay đầu","","750W","","DMM","","","",""
"28/05/2026","Lương Trí Hiển","NẤU BỘT BÀO","NLBOT680Y","Nguyên liệu Bột vàng 680 vàng","","","16K","Xuất nấu bột","","12.93","","","","","","","","Treo nợ","Tháng 05"," Năm 2026","Tháng 05 Năm 2026","","5","O","Nấu quay đầu","","680Y","","DMM","","","",""
"28/05/2026","Lương Trí Hiển","NẤU BỘT BÀO","NLBOT610Y","Nguyên liệu Bột vàng 610 vàng","","","15K","Xuất nấu bột","","10.37","","","","","","","","Treo nợ","Tháng 05"," Năm 2026","Tháng 05 Năm 2026","","5","O","Nấu quay đầu","","610Y","","DMM","","","",""
"28/05/2026","Lương Trí Hiển","NẤU BỘT BÀO","NL750W","Nguyên liệu vàng 750 trắng","","","18K","Nhập sau nấu bột","","","22.78","","","0.97","0.13%","0.031","0.939","Treo nợ","Tháng 05"," Năm 2026","Tháng 05 Năm 2026","","5","O","Nấu quay đầu","","750W","T","DMM","","","",""
"28/05/2026","Lương Trí Hiển","NẤU BỘT BÀO","NL680Y","Nguyên liệu vàng 680 vàng","","","16K","Nhập sau nấu bột","","","12.32","","","0.61","0.13%","0.017","0.593","Treo nợ","Tháng 05"," Năm 2026","Tháng 05 Năm 2026","","5","O","Nấu quay đầu","","680Y","T","DMM","","","",""
"28/05/2026","Lương Trí Hiển","NẤU BỘT BÀO","NL610Y","Nguyên liệu vàng 610 vàng","","","15K","Nhập sau nấu bột","","","9.89","","","0.48","0.13%","0.013","0.467","Treo nợ","Tháng 05"," Năm 2026","Tháng 05 Năm 2026","","5","O","Nấu quay đầu","","610Y","T","DMM","","","",""
"28/05/2026","Lê Văn Tùng","PHÂN KIM","DDC25416W","Dây chữ cong 0.25,416W","","","10K","Xuất nấu lại","","25.94","","","","","","","","Xác định","Tháng 05"," Năm 2026","Tháng 05 Năm 2026","","5","O","Nấu quay đầu","","416W","","DMM","","","",""
"28/05/2026","Lê Văn Tùng","PHÂN KIM","DDC30416W","Dây chữ cong 0.30,416W","","","10K","Xuất nấu lại","","10.91","","","","","","","","Xác định","Tháng 05"," Năm 2026","Tháng 05 Năm 2026","","5","O","Nấu quay đầu","","416W","","DMM","","","",""
"28/05/2026","Lê Văn Tùng","PHÂN KIM","BICR20416W","Bi 2.0 caro,416W","","","10K","Xuất nấu lại","","6.19","","","","","","","","Xác định","Tháng 05"," Năm 2026","Tháng 05 Năm 2026","","5","O","Nấu quay đầu","","416W","","DMM","","","",""
"28/05/2026","Lê Văn Tùng","PHÂN KIM","BIX30416W","Bi 3.0 xoáy,416W","","","10K","Xuất nấu lại","","2.18","","","","","","","","Xác định","Tháng 05"," Năm 2026","Tháng 05 Năm 2026","","5","O","Nấu quay đầu","","416W","","DMM","","","",""
"28/05/2026","Lê Văn Tùng","PHÂN KIM","PKCKH416W","Phụ kiện chỉ làm khoen,416W","","","10K","Xuất nấu lại","","21.70","","","","","","","","Xác định","Tháng 05"," Năm 2026","Tháng 05 Năm 2026","","5","O","Nấu quay đầu","","416W","","DMM","","","",""
"28/05/2026","Lê Văn Tùng","PHÂN KIM","PKCOK416W","Phụ kiện cò khóa,416W","","","10K","Xuất nấu lại","","2.25","","","","","","","","Xác định","Tháng 05"," Năm 2026","Tháng 05 Năm 2026","","5","O","Nấu quay đầu","","416W","","DMM","","","",""
"28/05/2026","Lê Văn Tùng","PHÂN KIM","NL416W","Nguyên liệu vàng 416 trắng","","","10K","Nhập sau nấu lại","","","69.04","","","0.13","0.13%","0.090","0.040","Xác định","Tháng 05"," Năm 2026","Tháng 05 Năm 2026","","5","O","Nấu quay đầu","","416W","T","DMM","","","",""
"28/05/2026","Lê Văn Tùng","PHÂN KIM","BIX80750Y","Bi 8.0 xoáy,750Y","","","18K","Xuất nấu lại","","6.23","","","","","","","","Xác định","Tháng 05"," Năm 2026","Tháng 05 Năm 2026","","5","O","Nấu quay đầu","","750Y","","DMM","","","",""
"28/05/2026","Lê Văn Tùng","PHÂN KIM","PKKCC750Y","Phụ kiện khóa càng cua,750Y","","","18K","Xuất nấu lại","","6.67","","","","","","","","Xác định","Tháng 05"," Năm 2026","Tháng 05 Năm 2026","","5","O","Nấu quay đầu","","750Y","","DMM","","","",""
"28/05/2026","Lê Văn Tùng","PHÂN KIM","PKCOK750Y","Phụ kiện cò khóa,750Y","","","18K","Xuất nấu lại","","2.48","","","","","","","","Xác định","Tháng 05"," Năm 2026","Tháng 05 Năm 2026","","5","O","Nấu quay đầu","","750Y","","DMM","","","",""
"28/05/2026","Lê Văn Tùng","PHÂN KIM","NL750Y","Nguyên liệu vàng 750 vàng","","","18K","Xuất nấu lại","","7.19","","","","","","","","Xác định","Tháng 05"," Năm 2026","Tháng 05 Năm 2026","","5","O","Nấu quay đầu","","750Y","","DMM","","","",""
"28/05/2026","Lê Văn Tùng","PHÂN KIM","NL750Y","Nguyên liệu vàng 750 vàng","","","18K","Nhập sau nấu lại","","","22.46","","","0.11","0.13%","0.029","0.081","Xác định","Tháng 05"," Năm 2026","Tháng 05 Năm 2026","","5","O","Nấu quay đầu","","750Y","T","DMM","","","",""
"28/05/2026","Lê Văn Tùng","PHÂN KIM","DDC30610Y","Dây chữ cong 0.30,610Y","","","15K","Xuất nấu lại","","4.45","","","","","","","","Xác định","Tháng 05"," Năm 2026","Tháng 05 Năm 2026","","5","O","Nấu quay đầu","","610Y","","DMM","","","",""
"28/05/2026","Lê Văn Tùng","PHÂN KIM","DDC40610Y","Dây chữ cong 0.40,610Y","","","15K","Xuất nấu lại","","25.21","","","","","","","","Xác định","Tháng 05"," Năm 2026","Tháng 05 Năm 2026","","5","O","Nấu quay đầu","","610Y","","DMM","","","",""
"28/05/2026","Lê Văn Tùng","PHÂN KIM","BI25610Y","Bi 2.5 trơn,610Y","","","15K","Xuất nấu lại","","4.22","","","","","","","","Xác định","Tháng 05"," Năm 2026","Tháng 05 Năm 2026","","5","O","Nấu quay đầu","","610Y","","DMM","","","",""
"28/05/2026","Lê Văn Tùng","PHÂN KIM","BICR25610Y","Bi 2.5 caro,610Y","","","15K","Xuất nấu lại","","1.19","","","","","","","","Xác định","Tháng 05"," Năm 2026","Tháng 05 Năm 2026","","5","O","Nấu quay đầu","","610Y","","DMM","","","",""
"28/05/2026","Lê Văn Tùng","PHÂN KIM","BIX25610Y","Bi 2.5 xoáy,610Y","","","15K","Xuất nấu lại","","0.75","","","","","","","","Xác định","Tháng 05"," Năm 2026","Tháng 05 Năm 2026","","5","O","Nấu quay đầu","","610Y","","DMM","","","",""
"28/05/2026","Lê Văn Tùng","PHÂN KIM","BICR80610Y","Bi 8.0 caro,610Y","","","15K","Xuất nấu lại","","5.19","","","","","","","","Xác định","Tháng 05"," Năm 2026","Tháng 05 Năm 2026","","5","O","Nấu quay đầu","","610Y","","DMM","","","",""
"28/05/2026","Lê Văn Tùng","PHÂN KIM","PKCKH610Y","Phụ kiện chỉ làm khoen,610Y","","","15K","Xuất nấu lại","","22.49","","","","","","","","Xác định","Tháng 05"," Năm 2026","Tháng 05 Năm 2026","","5","O","Nấu quay đầu","","610Y","","DMM","","","",""
"28/05/2026","Lê Văn Tùng","PHÂN KIM","PKCOK610Y","Phụ kiện cò khóa,610Y","","","15K","Xuất nấu lại","","3.48","","","","","","","","Xác định","Tháng 05"," Năm 2026","Tháng 05 Năm 2026","","5","O","Nấu quay đầu","","610Y","","DMM","","","",""
"28/05/2026","Lê Văn Tùng","PHÂN KIM","PKCKH610W","Phụ kiện chỉ làm khoen,610W","","","15K","Xuất nấu lại","","8.44","","","","","","","","Xác định","Tháng 05"," Năm 2026","Tháng 05 Năm 2026","","5","O","Nấu quay đầu","","610W","","DMM","","","",""
"28/05/2026","Lê Văn Tùng","PHÂN KIM","NL610Y","Nguyên liệu vàng 610 vàng","","","15K","Xuất nấu lại","","3.83","","","","","","","","Xác định","Tháng 05"," Năm 2026","Tháng 05 Năm 2026","","5","O","Nấu quay đầu","","610Y","","DMM","","","",""
"28/05/2026","Lê Văn Tùng","PHÂN KIM","NL610Y","Nguyên liệu vàng 610 vàng","","","15K","Nhập sau nấu lại","","","79.10","","","0.15","0.13%","0.103","0.047","Xác định","Tháng 05"," Năm 2026","Tháng 05 Năm 2026","","5","O","Nấu quay đầu","","610Y","T","DMM","","","",""
"28/05/2026","Lê Văn Tùng","PHÂN KIM","CBW5.0-750","Dây bi 5.0,750W","","","18K","Xuất nấu lại","","20.82","","","","","","","","Xác định","Tháng 05"," Năm 2026","Tháng 05 Năm 2026","","5","O","Nấu quay đầu","","750W","","DMM","","","",""
"28/05/2026","Lê Văn Tùng","PHÂN KIM","DDC25750W","Dây chữ cong 0.25,750W","","","18K","Xuất nấu lại","","1.63","","","","","","","","Xác định","Tháng 05"," Năm 2026","Tháng 05 Năm 2026","","5","O","Nấu quay đầu","","750W","","DMM","","","",""
"28/05/2026","Lê Văn Tùng","PHÂN KIM","DDC40750W","Dây chữ cong 0.40,750W","","","18K","Xuất nấu lại","","7.04","","","","","","","","Xác định","Tháng 05"," Năm 2026","Tháng 05 Năm 2026","","5","O","Nấu quay đầu","","750W","","DMM","","","",""
"28/05/2026","Lê Văn Tùng","PHÂN KIM","BICR25750W","Bi 2.5 caro,750W","","","18K","Xuất nấu lại","","8.00","","","","","","","","Xác định","Tháng 05"," Năm 2026","Tháng 05 Năm 2026","","5","O","Nấu quay đầu","","750W","","DMM","","","",""
"28/05/2026","Lê Văn Tùng","PHÂN KIM","BI80750W","Bi 8.0 trơn,750W","","","18K","Xuất nấu lại","","8.82","","","","","","","","Xác định","Tháng 05"," Năm 2026","Tháng 05 Năm 2026","","5","O","Nấu quay đầu","","750W","","DMM","","","",""
"28/05/2026","Lê Văn Tùng","PHÂN KIM","PKKGN750W","Phụ kiện khóa giọt nước,750W","","","18K","Xuất nấu lại","","4.46","","","","","","","","Xác định","Tháng 05"," Năm 2026","Tháng 05 Năm 2026","","5","O","Nấu quay đầu","","750W","","DMM","","","",""
"28/05/2026","Lê Văn Tùng","PHÂN KIM","PKCOK750W","Phụ kiện cò khóa,750W","","","18K","Xuất nấu lại","","1.62","","","","","","","","Xác định","Tháng 05"," Năm 2026","Tháng 05 Năm 2026","","5","O","Nấu quay đầu","","750W","","DMM","","","",""
"28/05/2026","Lê Văn Tùng","PHÂN KIM","NL750W","Nguyên liệu vàng 750 trắng","","","18K","Xuất nấu lại","","10.38","","","","","","","","Xác định","Tháng 05"," Năm 2026","Tháng 05 Năm 2026","","5","O","Nấu quay đầu","","750W","","DMM","","","",""
"28/05/2026","Lê Văn Tùng","PHÂN KIM","NL750W","Nguyên liệu vàng 750 trắng","","","18K","Nhập sau nấu lại","","","62.76","","","0.01","0.13%","0.082","-0.072","Xác định","Tháng 05"," Năm 2026","Tháng 05 Năm 2026","","5","O","Nấu quay đầu","","750W","T","DMM","","","",""
"28/05/2026","Lê Văn Tùng","PHÂN KIM","DDC25680Y","Dây chữ cong 0.25,680Y","","","16K","Xuất nấu lại","","9.67","","","","","","","","Xác định","Tháng 05"," Năm 2026","Tháng 05 Năm 2026","","5","O","Nấu quay đầu","","680Y","","DMM","","","",""
"28/05/2026","Lê Văn Tùng","PHÂN KIM","DDC30680Y","Dây chữ cong 0.30,680Y","","","16K","Xuất nấu lại","","8.04","","","","","","","","Xác định","Tháng 05"," Năm 2026","Tháng 05 Năm 2026","","5","O","Nấu quay đầu","","680Y","","DMM","","","",""
"28/05/2026","Lê Văn Tùng","PHÂN KIM","DDFV30680Y","Dây Franco vuông 0.30,680Y","","","16K","Xuất nấu lại","","47.71","","","","","","","","Xác định","Tháng 05"," Năm 2026","Tháng 05 Năm 2026","","5","O","Nấu quay đầu","","680Y","","DMM","","","",""
"28/05/2026","Lê Văn Tùng","PHÂN KIM","DDFV40680Y","Dây Franco vuông 0.40,680Y","","","16K","Xuất nấu lại","","37.31","","","","","","","","Xác định","Tháng 05"," Năm 2026","Tháng 05 Năm 2026","","5","O","Nấu quay đầu","","680Y","","DMM","","","",""
"28/05/2026","Lê Văn Tùng","PHÂN KIM","BIDH40680Y","Bi 4.0 dưa hấu,680Y","","","16K","Xuất nấu lại","","3.31","","","","","","","","Xác định","Tháng 05"," Năm 2026","Tháng 05 Năm 2026","","5","O","Nấu quay đầu","","680Y","","DMM","","","",""
"28/05/2026","Lê Văn Tùng","PHÂN KIM","PKCKH680Y","Phụ kiện chỉ làm khoen,680Y","","","16K","Xuất nấu lại","","11.77","","","","","","","","Xác định","Tháng 05"," Năm 2026","Tháng 05 Năm 2026","","5","O","Nấu quay đầu","","680Y","","DMM","","","",""
"28/05/2026","Lê Văn Tùng","PHÂN KIM","PKKGN680Y","Phụ kiện khóa giọt nước,680Y","","","16K","Xuất nấu lại","","5.27","","","","","","","","Xác định","Tháng 05"," Năm 2026","Tháng 05 Năm 2026","","5","O","Nấu quay đầu","","680Y","","DMM","","","",""
"28/05/2026","Lê Văn Tùng","PHÂN KIM","NL680Y","Nguyên liệu vàng 680 vàng","","","16K","Nhập sau nấu lại","","","122.90","","","0.18","0.13%","0.160004","0.020","Xác định","Tháng 05"," Năm 2026","Tháng 05 Năm 2026","","5","O","Nấu quay đầu","","680Y","T","DMM","","","",""
"29/05/2026","Lê Văn Tùng","[DHAG-26/05/03]","NL24K","Nguyên liệu vàng 24K","","","24K","Xuất nấu","","224.22","","","","","","","","Xác định","Tháng 05"," Năm 2026","Tháng 05 Năm 2026","","5","N","Nấu mới","","750Y","","DMM","","","",""
"29/05/2026","Lê Văn Tùng","[DHAG-26/05/03]","CU","Đồng bi","","","Cu","Xuất nấu","","41.08","","","","","","","","Xác định","Tháng 05"," Năm 2026","Tháng 05 Năm 2026","","5","N","Nấu mới","","750Y","","DMM","","","",""
"29/05/2026","Lê Văn Tùng","[DHAG-26/05/03]","THAULA","Nguyên liệu Thau lá","","","","Xuất nấu","","3.74","","","","","","","","Xác định","Tháng 05"," Năm 2026","Tháng 05 Năm 2026","","5","N","Nấu mới","","750Y","","DMM","","","",""
"29/05/2026","Lê Văn Tùng","[DHAG-26/05/03]","BAC9999","Bạc9999","","","BAC9999","Xuất nấu","","29.89","","","","","","","","Xác định","Tháng 05"," Năm 2026","Tháng 05 Năm 2026","","5","N","Nấu mới","","750Y","","DMM","","","",""
"29/05/2026","Lê Văn Tùng","[DHAG-26/05/03]","NL750Y","Nguyên liệu vàng 750 vàng","","","18K","Nhập sau nấu","","","298.48","","","0.45","0.15%","0.448","0.002","Xác định","Tháng 05"," Năm 2026","Tháng 05 Năm 2026","","5","N","Nấu mới","","750Y","C","DMM","","","",""
"30/05/2026","Lê Văn Tùng","[DHAG-26/05/03]","NL750Y","Nguyên liệu vàng 750 vàng","","","18K","Xuất nấu lại","","287.94","","","","","","","","Xác định","Tháng 05"," Năm 2026","Tháng 05 Năm 2026","","5","O","Nấu quay đầu","","750Y","","DMM","","","",""
"30/05/2026","Lê Văn Tùng","[DHAG-26/05/03]","NL750Y","Nguyên liệu vàng 750 vàng","","","18K","Nhập sau nấu lại","","","287.72","","","0.22","0.13%","0.374","-0.154","Xác định","Tháng 05"," Năm 2026","Tháng 05 Năm 2026","","5","O","Nấu quay đầu","","750Y","C","DMM","","","",""
