"","","","","","","","","","","","","","","","","","","","",""
"[AGVN-PK334]  BÁO CÁO CHI TIẾT THỰC HIỆN PHÂN KIM GỘP - KCP & KHO AG","","","","","","","","","","","","","","","Số: ","PKAU-26/0202","","","",""
"KCP","NL18K","75.620%","75.490%","75.56%","","25.22","19.057","","","76.020%","76.010%","76.02%","25.22","19.173","","","","","",""
"KCP","NL18K","75.56%","75.530%","75.55%","","4.18","3.158","","","75.650%","76.010%","75.83%","4.18","3.170","","","","","",""
"KCP","NL18K","75.195%","75.179%","75.19%","","110.25","82.902","","","75.140%","75.220%","75.18%","110.25","82.894","","","","","",""
"KCP","NL18K","75.188%","75.286%","75.24%","","34.04","25.613","","","75.180%","75.200%","75.19%","34.04","25.597","","","","","","1.578"
"KCP","NL18K","75.865%","75.688%","75.78%","","5.11","3.873","","","76.240%","76.320%","76.28%","5.11","3.898","","","","","","-16.98"
"KCP","NL18K","75.844%","75.713%","75.78%","","4.55","3.448","","","75.910%","75.780%","75.85%","4.55","3.451","","","","","",""
"KCP","NL18K","51.070%","49.260%","50.17%","","0.18","0.090","","","51.430%","49.540%","50.49%","0.18","0.091","","","","","",""
"KCP","NL18K","75.270%","75.740%","75.51%","","43.42","32.788","","","75.940%","75.130%","75.54%","43.42","32.801","","","","","",""
"KCP","","","","0.00%","","","0.000","","","","","0.00%","","0.000","","","","","",""
"","","","","0.00%","","","0.000","","","","","0.00%","","0.000","","","","","",""
"","","","","0.00%","","","0.000","","","","","0.00%","","0.000","","","","","",""
"","","","","0.00%","","","0.000","","","","","0.00%","","0.000","","","","","",""
"","","","","0.00%","","","0.000","","","","","0.00%","","0.000","","","","","",""
"1.2. : TỔNG TL NL BẠC THỰC HIỆN PK","","","","","","1141.610","0.392","","1139.619","","","","1141.610","0.363","","1141.187","","","",""
"1","AU","0.040%","0.043%","0.042%","","501.890","0.208","","","0.000%","0.000%","0.000%","501.890","0.000","","","","","",""
"","ag","99.938%","99.925%","99.93%","","","","","501.546","99.99%","99.99%","99.990%","","","","501.840","","","",""
"2","AU","0.016%","0.024%","0.020%","","57.080","0.011","","","0.032%","0.036%","0.034%","57.080","0.019","","","","","",""
"","ag","99.970%","99.964%","99.97%","","","","","57.061","99.95%","99.95%","99.949%","","","","57.051","","","",""
"3","AU","0.026%","0.033%","0.03%","","582.640","0.172","","","0.056%","0.062%","0.059%","582.640","0.344","","","","","",""
"","ag","99.931%","99.510%","99.72%","","","","","581.012","99.94%","99.94%","99.941%","","","","582.296","","","",""
"4","AU","","","0.00%","","","0.000","","","","","0.000%","","0.000","","","","","",""
"","ag","","","0.00%","","","","","0.000","","","0.000%","","","","0.000","","","",""
"5","AU","","","0.00%","","","0.000","","","","","0.000%","","0.000","","","","","",""
"","ag","","","0.00%","","","","","0.000","","","0.000%","","","","0.000","","","",""
"6","AU","","","0.00%","","","0.000","","","","","0.000%","","0.000","","","","","",""
"","ag","","","0.00%","","","","","0.000","","","0.000%","","","","0.000","","","",""
"7","AU","","","0.00%","","","0.000","","","","","0.000%","","0.000","","","","","",""
"","ag","","","0.00%","","","","","0.000","","","0.000%","","","","0.000","","","",""
"BƯỚC 2 : TỔNG TRỌNG LƯỢNG HỢP KIM SAU NẤU","","","","","","1512.970","279.824","","1158.163","","","","1512.970","279.824","","1158.163","","","",""
"1","AU","18.562%","18.428%","18.50%","","1512.970","279.824","","","","","","1512.970","279.824","","","","","",""
"","ag","76.208%","76.890%","76.55%","","","","","1158.163","","","","","","","1158.163","","","",""
"2","AU","","","0.00%","","","0.000","","","","","","","0.000","","","","","",""
"","ag","","","0.00%","","","","","0.000","","","","","","","0.000","","","",""
"3","AU","","","0.00%","","","0.000","","","","","","","0.000","","","","","",""
"","ag","65.319%","76.406%","70.86%","","","","","0.000","","","","","","","0.000","","","",""
"BƯỚC 3 :  TỔNG TL HỢP KIM SAU CÁN VÀ CẮT NHỎ","","","","","","1512.920","0.000","","0.000","","","","1512.920","0.000","","0.000","","","",""
"1","AU","","","0.00%","","1512.920","","","","","","","1512.920","","","","","","",""
"","AU","","","0.00%","","","0.000","","","","","","","0.000","","","","","",""
"","AU","","","0.00%","","","","","","","","","","","","","","","",""
"","ag","","","0.00%","","","","","","","","","","","","","","","",""
"","ag","","","0.00%","","","","","0.000","","","","","","","0.000","0.000","","",""
"","ag","","","0.00%","","","","","","","","","","","","","","","",""
"2","AU","","","","","","","","","","","","","","","","","","",""
"","AU","","","","","","0.000","","","","","","","0.000","","","","","",""
"","AU","","","0.00%","","","","","","","","","","","","","","","",""
"","ag","","","0.00%","","","","","","","","","","","","","","","",""
"","ag","","","","","","","","0.000","","","","","","","0.000","0.000","","",""
"","ag","","","","","","","","","","","","","","","","","","",""
"BƯỚC 4: TỔNG TL NL THU HỒI SAU PK","","","","","","279.620","279.620","0.000","0.000","","","","279.620","278.597","0.000","1144.118","","","",""
"4.1.THU HỒI NL VÀNG SAU PK","","","","","","279.620","279.620","","","","","","279.620","278.494","","","-1.126","-0.40%","",""
"AG","NL24K","","","0.00%","0.00%","","0.000","","","","","0.00%","","0.000","","","","","",""
"KCP","NL24K","99.990%","99.990%","99.99%","100.00%","279.620","279.620","","","99.587%","99.588%","99.59%","279.62","278.494","","","","","",""
"","","","","","","","0.000","","","","","0.00%","","0.000","","","","","",""
"KCP","NL24K","","","0.00%","0.00%","","0.000","","","","","0.00%","","0.000","","","","","",""
"AG","NL24K","","","0.00%","0.00%","","0.000","","","","","0.00%","","0.000","","","","","",""
"4.2. THU HỒI NL BẠC SAU PK","","","","","","","0.000","","0.000","","","","","0.103","","1144.118","","","",""
"AG","AU","","","0.00%","","1144.33","0.000","","","0.018%","0.000%","0.01%","1144.33","0.103","","","","","",""
"","ag","","","0.00%","","","","","0.000","99.95%","99.99%","99.97%","","","","1144.118","","","",""
"KCP","AU","","","0.00%","","","0.000","","","","","","","","","","","","",""
"","ag","","","0.00%","","","","","0.000","","","","","","","","","","",""
"BƯỚC 5 :  KẾT QUẢ CHÊNH LỆCH SAU PK","","","","","","","","","","","","","","","","","","","",""
"5.1. CHÊNH LỆCH TRỌNG LƯỢNG CÂN (B1) VÀ (B3)","","","","","","TL","CÔNG THỨC","","C.LỆCH","","","","TL","CÔNG THỨC","","C.LỆCH","","","",""
"B1.","TỔNG T.LƯỢNG VÀNG + T. LƯỢNG BẠC TRƯỚC PK","","","","","1515.010","","","","","","","1515.010","","","","","","",""
"B2.","TỔNG TRỌNG LƯỢNG  HỢP KIM SAU NẤU","","","","","1512.970","(1515.01gr -1512.97gr )","","2.040","","","","1512.970","(1515.01gr -1512.97gr )","","2.040","","","",""
"B3.","TỔNG TRỌNG LƯỢNG  HỢP KIM  CÁN, CẮT VỤN","","","","","1512.920","(1512.97gr -1512.92gr )","","0.050","","","","1512.920","(1512.97gr -1512.92gr )","","0.050","","","",""
"","TỔNG CHÊNH LỆCH TL CÂN","","","","","","","","2.090","","","","","","","2.090","","","",""
"5.2. CHÊNH LỆCH TĂNG GIẢM TUỔI NL QUY 99.99%  (B1) - (B4)","","","","","","Trọng lượng Au (gram)","","Trọng lượng Ag (gram)","","","","","Trọng lượng Au (gram)","","Trọng lượng Ag (gram)","","","","",""
"","","","","","","","","au","ag","","","","","","au","ag","","","",""
"B1.","TỔNG TL VÀNG 24K + TL BẠC QUY 99.99% TRƯỚC PK","","","","","","280.874","0.392","1139.619","","","","","281.038","0.363","1141.187","","","",""
"B4.","TỔNG TL VÀNG 24K + TL BẠC QUY 99.99% SAU PK","","","","","","279.620","0.000","0.000","","","","","278.494","0.103","1144.118","","","",""
"TỔNG CHÊNH LỆCH TL NL SAU PK QUY 99.99%","","","","","","","1.254","0.392","1139.619","","","","","2.544","0.260","-2.931","","","",""
"5.3. TỔNG CHÊNH LỆCH = (5.1) + (5.2)

   - Chênh lệch (+) thiếu       - Chênh lệch (-) dư        ","","","","","","(1.254gr  + 0.392gr )","","(2.09gr  + 1139.619gr )","","","","","(2.544gr  + 0.26gr )","","(2.09gr  + -2.931gr )","","","","",""
"","","","","","","1.646","","1,141.709 ","","","","","2.804","","(0.841)gr","","1.158","70.36%","",""
"","","","","","","(1.646gr  / 280.874gr )","","(1141.709gr  / 1139.619gr )","","","","","(2.804gr  / 281.038gr )","","(-0.841gr  / 1141.187gr )","","","","",""
"","","","","","","0.59%","","100.18%","","","","","1.00%","","-0.07%","","0.41%","70.26%","",""
"","","","","","","","","","","","","","","","","","","","",""
"* ","Kết luận : ","","","","","","","","","","","","","","","","","","",""
"-"," Đối với vàng NL trước PK (58.3% - 75%) :","","","","Kết quả test tuổi vàng NL Tiệm Tài cao hơn kết quả test tuổi HP :","","","","","","","","0.06%","","","","","","",""
"-"," Đối với vàng NL 24K sau PK (99% - 99.99%) :","","","","Kết quả test tuổi vàng 24K Tiệm Tài thấp hơn kết quả test tuổi HP :","","","","","","","","-0.40%","","","","","","",""
"-","Kết quả hao hụt vàng khi thực hiện PK  :","","","","Hao hụt vàng PK theo KQ test tuổi Tiệm Tài cao hơn hao hụt vàng PK theo kết quả test tuổi HP :","","","","","","","","70.26%","","","","","","",""
