"","","","","","","","","","","","","","","","","","","","",""
"[AGVN-PK334]  BÁO CÁO CHI TIẾT THỰC HIỆN PHÂN KIM GỘP - KCP & KHO AG","","","","","","","","","","","","","","","Số: ","PKAU-26/0103","","","",""
"","","","","","","","","","","","","","","","Ngày:","08/01/2026","","","",""
"","","","","","","","","","","","","","","","","0","","","",""
"STT"," Tên nguyên liệu","Kết quả test tuổi Công ty","","","Tỉ lệ NL PK gộp của AG & KCP","Kết quả Công ty","","","","Kết quả test tuổi Tiệm tài","","","Kết quả Tiệm tài","","","","C/L kết quả test tuổi vàng Tiệm Tài so với Công ty","","",""
"","","KQ test 1","KQ test 2","Kết quả test tuổi BQ","","Trọng lượng Au (gram)","","Trọng lượng Ag (gram)","","KQ test 1","KQ test 2","Kết quả test tuổi BQ","Trọng lượng Au (gram)","","Trọng lượng Ag (gram)","","","","",""
"","","","","","","Nguyên","Quy 99.99%","Nguyên","Quy 99.99%","","","","Nguyên","Quy 99.99%","Nguyên","Quy 99.99%","Trọng lượng (gr)","Tỉ lệ (%)","",""
"(1)","(2)","(3)","(4)","(5) = (3)+(4)/2","(6)","(7)","(8)=(5)*(7)/
99.99%","(9)","(10)=(5)*(7)/
99.99%","(11)","(12)","(13) = (11)+(12)/2","(14)","(15)=(14)*(13)/
99.99%","(16)","(17)=(16)*(5)/
99.99%","(18) = (15)-(8)","(19) = (18)/(8)","",""
"BƯỚC 1 : TỔNG TL NL VÀNG + TỔNG TL NL BẠC","","","","","","699.940","127.905","","","","","","699.940","127.969","","","","","",""
"1.1 : TỔNG TL NL VÀNG THỰC HIỆN PK","","","","","100.00%","170.070","127.781","","","","","","170.070","127.916","","","0.136","0.11%","","1.560"
"KCP","NL18K","75.126%","74.929%","75.03%","100.00%","86.95","65.243","","","75.100%","75.000%","75.05%","86.95","65.263","","","","","","0.930"
"KCP","NL18K","75.269%","75.192%","75.23%","","83.12","62.538","","","75.550%","75.190%","75.37%","83.12","62.654","","","","","","7.957"
"KCP","NL18K","","","0.00%","","","0.000","","","","","0.00%","","0.000","","","","","",""
"KCP","NL18K","","","0.00%","","","0.000","","","","","0.00%","","0.000","","","","","",""
"KCP","NL18K","","","0.00%","","","0.000","","","","","0.00%","","0.000","","","","","",""
"KCP","NL18K","","","0.00%","","","0.000","","","","","0.00%","","0.000","","","","","",""
"KCP","NL18K","","","0.00%","","","0.000","","","","","0.00%","","0.000","","","","","",""
"KCP","NL18K","","","0.00%","","","0.000","","","","","0.00%","","0.000","","","","","","0.930"
"KCP","NL18K","","","0.00%","","","0.000","","","","","0.00%","","0.000","","","","","","7.96"
"KCP","NL18K","","","0.00%","","","0.000","","","","","0.00%","","0.000","","","","","",""
"KCP","NL18K","","","0.00%","","","0.000","","","","","0.00%","","0.000","","","","","",""
"KCP","NL18K","","","0.00%","","","0.000","","","","","0.00%","","0.000","","","","","",""
"KCP","","","","0.00%","","","0.000","","","","","0.00%","","0.000","","","","","",""
"","","","","0.00%","","","0.000","","","","","0.00%","","0.000","","","","","",""
"","","","","0.00%","","","0.000","","","","","0.00%","","0.000","","","","","",""
"","","","","0.00%","","","0.000","","","","","0.00%","","0.000","","","","","",""
"","","","","0.00%","","","0.000","","","","","0.00%","","0.000","","","","","",""
"1.2. : TỔNG TL NL BẠC THỰC HIỆN PK","","","","","","529.870","0.125","","528.773","","","","529.870","0.053","","529.791","","","",""
"1","AU","0.020%","0.027%","0.024%","","529.870","0.125","","","0.020%","0.000%","0.010%","529.870","0.053","","","","","",""
"","ag","99.634%","99.952%","99.79%","","","","","528.773","99.98%","99.99%","99.985%","","","","529.791","","","",""
"2","AU","","","0.000%","","","0.000","","","","","0.000%","","0.000","","","","","",""
"","ag","","","0.00%","","","","","0.000","","","0.000%","","","","0.000","","","",""
"3","AU","","","0.00%","","","0.000","","","","","0.000%","","0.000","","","","","",""
"","ag","","","0.00%","","","","","0.000","","","0.000%","","","","0.000","","","",""
"4","AU","","","0.00%","","","0.000","","","","","0.000%","","0.000","","","","","",""
"","ag","","","0.00%","","","","","0.000","","","0.000%","","","","0.000","","","",""
"5","AU","","","0.00%","","","0.000","","","","","0.000%","","0.000","","","","","",""
"","ag","","","0.00%","","","","","0.000","","","0.000%","","","","0.000","","","",""
"6","AU","","","0.00%","","","0.000","","","","","0.000%","","0.000","","","","","",""
"","ag","","","0.00%","","","","","0.000","","","0.000%","","","","0.000","","","",""
"7","AU","","","0.00%","","","0.000","","","","","0.000%","","0.000","","","","","",""
"","ag","","","0.00%","","","","","0.000","","","0.000%","","","","0.000","","","",""
"BƯỚC 2 : TỔNG TRỌNG LƯỢNG HỢP KIM SAU NẤU","","","","","","698.380","127.039","","521.833","","","","698.380","127.039","","521.833","","","",""
"1","AU","18.632%","17.749%","18.19%","","698.380","127.039","","","","","","698.380","127.039","","","","","",""
"","ag","76.829%","72.612%","74.72%","","","","","521.833","","","","","","","521.833","","","",""
"2","AU","","","0.00%","","","0.000","","","","","","","0.000","","","","","",""
"","ag","","","0.00%","","","","","0.000","","","","","","","0.000","","","",""
"3","AU","","","0.00%","","","0.000","","","","","","","0.000","","","","","",""
"","ag","65.319%","76.406%","70.86%","","","","","0.000","","","","","","","0.000","","","",""
"BƯỚC 3 :  TỔNG TL HỢP KIM SAU CÁN VÀ CẮT NHỎ","","","","","","698.350","0.000","","0.000","","","","698.350","0.000","","0.000","","","",""
"1","AU","","","0.00%","","698.350","","","","","","","698.350","","","","","","",""
"","AU","","","0.00%","","","0.000","","","","","","","0.000","","","","","",""
"","AU","","","0.00%","","","","","","","","","","","","","","","",""
"","ag","","","0.00%","","","","","","","","","","","","","","","",""
"","ag","","","0.00%","","","","","0.000","","","","","","","0.000","0.000","","",""
"","ag","","","0.00%","","","","","","","","","","","","","","","",""
"2","AU","","","","","","","","","","","","","","","","","","",""
"","AU","","","","","","0.000","","","","","","","0.000","","","","","",""
"","AU","","","0.00%","","","","","","","","","","","","","","","",""
"","ag","","","0.00%","","","","","","","","","","","","","","","",""
"","ag","","","","","","","","0.000","","","","","","","0.000","0.000","","",""
"","ag","","","","","","","","","","","","","","","","","","",""
"BƯỚC 4: TỔNG TL NL THU HỒI SAU PK","","","","","","126.530","126.834","0.000","528.755","","","","126.530","126.639","0.000","528.927","","","",""
"4.1.THU HỒI NL VÀNG SAU PK","","","","","","126.530","126.530","","","","","","126.530","126.393","","","-0.137","-0.11%","",""
"AG","NL24K","","","0.00%","0.00%","","0.000","","","","","0.00%","","0.000","","","","","",""
"KCP","NL24K","99.990%","99.990%","99.99%","100.00%","126.530","126.530","","","99.871%","99.892%","99.88%","126.53","126.393","","","","","",""
"","","","","","","","0.000","","","","","0.00%","","0.000","","","","","",""
"KCP","NL24K","","","0.00%","0.00%","","0.000","","","","","0.00%","","0.000","","","","","",""
"AG","NL24K","","","0.00%","0.00%","","0.000","","","","","0.00%","","0.000","","","","","",""
"4.2. THU HỒI NL BẠC SAU PK","","","","","","","0.304","","528.755","","","","","0.246","","528.927","","","",""
"AG","AU","0.060%","0.055%","0.06%","","529.12","0.304","","","0.047%","0.046%","0.05%","529.12","0.246","","","","","",""
"","ag","99.920%","99.922%","99.92%","","","","","528.755","99.95%","99.95%","99.95%","","","","528.927","","","",""
"KCP","AU","","","0.00%","","","0.000","","","","","","","","","","","","",""
"","ag","","","0.00%","","","","","0.000","","","","","","","","","","",""
"BƯỚC 5 :  KẾT QUẢ CHÊNH LỆCH SAU PK","","","","","","","","","","","","","","","","","","","",""
"5.1. CHÊNH LỆCH TRỌNG LƯỢNG CÂN (B1) VÀ (B3)","","","","","","TL","CÔNG THỨC","","C.LỆCH","","","","TL","CÔNG THỨC","","C.LỆCH","","","",""
"B1.","TỔNG T.LƯỢNG VÀNG + T. LƯỢNG BẠC TRƯỚC PK","","","","","699.940","","","","","","","699.940","","","","","","",""
"B2.","TỔNG TRỌNG LƯỢNG  HỢP KIM SAU NẤU","","","","","698.380","(699.94gr -698.38gr )","","1.560","","","","698.380","(699.94gr -698.38gr )","","1.560","","","",""
"B3.","TỔNG TRỌNG LƯỢNG  HỢP KIM  CÁN, CẮT VỤN","","","","","698.350","(698.38gr -698.35gr )","","0.030","","","","698.350","(698.38gr -698.35gr )","","0.030","","","",""
"","TỔNG CHÊNH LỆCH TL CÂN","","","","","","","","1.590","","","","","","","1.590","","","",""
"5.2. CHÊNH LỆCH TĂNG GIẢM TUỔI NL QUY 99.99%  (B1) - (B4)","","","","","","Trọng lượng Au (gram)","","Trọng lượng Ag (gram)","","","","","Trọng lượng Au (gram)","","Trọng lượng Ag (gram)","","","","",""
"","","","","","","","","au","ag","","","","","","au","ag","","","",""
"B1.","TỔNG TL VÀNG 24K + TL BẠC QUY 99.99% TRƯỚC PK","","","","","","127.781","0.125","528.773","","","","","127.916","0.053","529.791","","","",""
"B4.","TỔNG TL VÀNG 24K + TL BẠC QUY 99.99% SAU PK","","","","","","126.530","0.304","528.755","","","","","126.393","0.246","528.927","","","",""
"TỔNG CHÊNH LỆCH TL NL SAU PK QUY 99.99%","","","","","","","1.251","-0.180","0.018","","","","","1.524","-0.193","0.864","","","",""
"5.3. TỔNG CHÊNH LỆCH = (5.1) + (5.2)

   - Chênh lệch (+) thiếu       - Chênh lệch (-) dư        ","","","","","","(1.251gr  + -0.18gr )","","(1.59gr  + 0.018gr )","","","","","(1.524gr  + -0.193gr )","","(1.59gr  + 0.864gr )","","","","",""
"","","","","","","1.071","","1.608 ","","","","","1.331","","2.454 ","","0.259","24.23%","",""
"","","","","","","(1.071gr  / 127.781gr )","","(1.608gr  / 528.773gr )","","","","","(1.331gr  / 127.916gr )","","(2.454gr  / 529.791gr )","","","","",""
"","","","","","","0.84%","","0.30%","","","","","1.04%","","0.46%","","0.20%","24.10%","",""
"","","","","","","","","","","","","","","","","","","","",""
"* ","Kết luận : ","","","","","","","","","","","","","","","","","","",""
"-"," Đối với vàng NL trước PK (58.3% - 75%) :","","","","Kết quả test tuổi vàng NL Tiệm Tài cao hơn kết quả test tuổi HP :","","","","","","","","0.11%","","","","","","",""
"-"," Đối với vàng NL 24K sau PK (99% - 99.99%) :","","","","Kết quả test tuổi vàng 24K Tiệm Tài thấp hơn kết quả test tuổi HP :","","","","","","","","-0.11%","","","","","","",""
"-","Kết quả hao hụt vàng khi thực hiện PK  :","","","","Hao hụt vàng PK theo KQ test tuổi Tiệm Tài cao hơn hao hụt vàng PK theo kết quả test tuổi HP :","","","","","","","","24.10%","","","","","","",""
