"","","","","","","","","","","","","","","","","","","","",""
"[AGVN-PK334]  BÁO CÁO CHI TIẾT THỰC HIỆN PHÂN KIM GỘP - KCP & KHO AG","","","","","","","","","","","","","","","Số: ","PKAU-26/0303","","","",""
"KCP","NL18K","","","0.00%","","","0.000","","","","","0.00%","","0.000","","","","","",""
"KCP","NL18K","","","0.00%","","","0.000","","","","","0.00%","","0.000","","","","","",""
"KCP","NL18K","","","0.00%","","","0.000","","","","","0.00%","","0.000","","","","","",""
"KCP","NL18K","","","0.00%","","","0.000","","","","","0.00%","","0.000","","","","","","-0.085"
"KCP","NL18K","","","0.00%","","","0.000","","","","","0.00%","","0.000","","","","","","8.27"
"KCP","NL18K","","","0.00%","","","0.000","","","","","0.00%","","0.000","","","","","",""
"KCP","NL18K","","","0.00%","","","0.000","","","","","0.00%","","0.000","","","","","",""
"KCP","NL14K","","","0.00%","","","0.000","","","","","0.00%","","0.000","","","","","",""
"KCP","NL14K","","","0.00%","","","0.000","","","","","0.00%","","0.000","","","","","",""
"KCP","NL14K","","","0.00%","","","0.000","","","","","0.00%","","0.000","","","","","",""
"","","","","0.00%","","","0.000","","","","","0.00%","","0.000","","","","","",""
"","","","","0.00%","","","0.000","","","","","0.00%","","0.000","","","","","",""
"","","","","0.00%","","","0.000","","","","","0.00%","","0.000","","","","","",""
"1.2. : TỔNG TL NL BẠC THỰC HIỆN PK","","","","","","447.380","0.096","","446.291","","","","447.380","0.000","","447.335","","","",""
"1","AU","0.018%","0.025%","0.022%","","447.380","0.096","","","0.000%","0.000%","0.000%","447.380","0.000","","","","","",""
"","ag","99.963%","99.550%","99.76%","","","","","446.291","99.99%","99.99%","99.990%","","","","447.335","","","",""
"2","AU","","","0.000%","","","0.000","","","0.030%","0.000%","0.015%","","0.000","","","","","",""
"","ag","","","0.00%","","","","","0.000","99.97%","99.90%","99.935%","","","","0.000","","","",""
"3","AU","","","0.00%","","","0.000","","","0.018%","0.000%","0.009%","","0.000","","","","","",""
"","ag","","","0.00%","","","","","0.000","99.95%","99.99%","99.972%","","","","0.000","","","",""
"4","AU","","","0.00%","","","0.000","","","0.089%","0.000%","0.045%","","0.000","","","","","",""
"","ag","","","0.00%","","","","","0.000","99.91%","99.99%","99.951%","","","","0.000","","","",""
"5","AU","","","0.00%","","","0.000","","","","","0.000%","","0.000","","","","","",""
"","ag","","","0.00%","","","","","0.000","","","0.000%","","","","0.000","","","",""
"6","AU","","","0.00%","","","0.000","","","","","0.000%","","0.000","","","","","",""
"","ag","","","0.00%","","","","","0.000","","","0.000%","","","","0.000","","","",""
"7","AU","","","0.00%","","","0.000","","","","","0.000%","","0.000","","","","","",""
"","ag","","","0.00%","","","","","0.000","","","0.000%","","","","0.000","","","",""
"BƯỚC 2 : TỔNG TRỌNG LƯỢNG HỢP KIM SAU NẤU","","","","","","577.060","98.051","","439.068","","","","577.060","98.051","","439.068","","","",""
"1","AU","17.034%","16.949%","16.99%","","577.060","98.051","","","","","","577.060","98.051","","","","","",""
"","ag","77.801%","74.373%","76.09%","","","","","439.068","","","","","","","439.068","","","",""
"2","AU","","","0.00%","","","0.000","","","","","","","0.000","","","","","",""
"","ag","","","0.00%","","","","","0.000","","","","","","","0.000","","","",""
"3","AU","","","0.00%","","","0.000","","","","","","","0.000","","","","","",""
"","ag","","","0.00%","","","","","0.000","","","","","","","0.000","","","",""
"BƯỚC 3 :  TỔNG TL HỢP KIM SAU CÁN VÀ CẮT NHỎ","","","","","","577.040","0.000","","0.000","","","","577.040","0.000","","0.000","","","",""
"1","AU","","","0.00%","","577.040","","","","","","","577.040","","","","","","",""
"","AU","","","0.00%","","","0.000","","","","","","","0.000","","","","","",""
"","AU","","","0.00%","","","","","","","","","","","","","","","",""
"","ag","","","0.00%","","","","","","","","","","","","","","","",""
"","ag","","","0.00%","","","","","0.000","","","","","","","0.000","0.000","","",""
"","ag","","","0.00%","","","","","","","","","","","","","","","",""
"2","AU","","","","","","","","","","","","","","","","","","",""
"","AU","","","","","","0.000","","","","","","","0.000","","","","","",""
"","AU","","","0.00%","","","","","","","","","","","","","","","",""
"","ag","","","0.00%","","","","","","","","","","","","","","","",""
"","ag","","","","","","","","0.000","","","","","","","0.000","0.000","","",""
"","ag","","","","","","","","","","","","","","","","","","",""
"BƯỚC 4: TỔNG TL NL THU HỒI SAU PK","","","","","","97.560","97.694","0.000","452.595","","","","97.560","97.255","0.000","452.760","","","",""
"4.1.THU HỒI NL VÀNG SAU PK","","","","","","97.560","97.560","","","","","","97.560","97.255","","","-0.305","-0.31%","",""
"AG","NL24K","","","0.00%","0.00%","","0.000","","","","","0.00%","","0.000","","","","","",""
"KCP","NL24K","99.990%","99.990%","99.99%","100.00%","97.560","97.560","","","99.681%","99.674%","99.68%","97.56","97.255","","","","","",""
"","","","","","","","0.000","","","","","0.00%","","0.000","","","","","",""
"KCP","NL24K","","","0.00%","0.00%","","0.000","","","","","0.00%","","0.000","","","","","",""
"AG","NL24K","","","0.00%","0.00%","","0.000","","","","","0.00%","","0.000","","","","","",""
"4.2. THU HỒI NL BẠC SAU PK","","","","","","","0.134","","452.595","","","","","0.000","","452.760","","","",""
"AG","AU","0.036%","0.023%","0.03%","","452.76","0.134","","","0.000%","0.000%","0.00%","452.76","0.000","","","","","",""
"","ag","99.947%","99.960%","99.95%","","","","","452.595","99.99%","99.99%","99.99%","","","","452.760","","","",""
"KCP","AU","","","0.00%","","","0.000","","","","","","","","","","","","",""
"","ag","","","0.00%","","","","","0.000","","","","","","","","","","",""
"BƯỚC 5 :  KẾT QUẢ CHÊNH LỆCH SAU PK","","","","","","","","","","","","","","","","","","","",""
"5.1. CHÊNH LỆCH TRỌNG LƯỢNG CÂN (B1) VÀ (B3)","","","","","","TL","CÔNG THỨC","","C.LỆCH","","","","TL","CÔNG THỨC","","C.LỆCH","","","",""
"B1.","TỔNG T.LƯỢNG VÀNG + T. LƯỢNG BẠC TRƯỚC PK","","","","","577.660","","","","","","","577.660","","","","","","",""
"B2.","TỔNG TRỌNG LƯỢNG  HỢP KIM SAU NẤU","","","","","577.060","(577.66gr -577.06gr )","","0.600","","","","577.060","(577.66gr -577.06gr )","","0.600","","","",""
"B3.","TỔNG TRỌNG LƯỢNG  HỢP KIM  CÁN, CẮT VỤN","","","","","577.040","(577.06gr -577.04gr )","","0.020","","","","577.040","(577.06gr -577.04gr )","","0.020","","","",""
"","TỔNG CHÊNH LỆCH TL CÂN","","","","","","","","0.620","","","","","","","0.620","","","",""
"5.2. CHÊNH LỆCH TĂNG GIẢM TUỔI NL QUY 99.99%  (B1) - (B4)","","","","","","Trọng lượng Au (gram)","","Trọng lượng Ag (gram)","","","","","Trọng lượng Au (gram)","","Trọng lượng Ag (gram)","","","","",""
"","","","","","","","","au","ag","","","","","","au","ag","","","",""
"B1.","TỔNG TL VÀNG 24K + TL BẠC QUY 99.99% TRƯỚC PK","","","","","","97.932","0.096","446.291","","","","","97.966","0.000","447.335","","","",""
"B4.","TỔNG TL VÀNG 24K + TL BẠC QUY 99.99% SAU PK","","","","","","97.560","0.134","452.595","","","","","97.255","0.000","452.760","","","",""
"TỔNG CHÊNH LỆCH TL NL SAU PK QUY 99.99%","","","","","","","0.372","-0.037","-6.304","","","","","0.711","0.000","-5.425","","","",""
"5.3. TỔNG CHÊNH LỆCH = (5.1) + (5.2)

   - Chênh lệch (+) thiếu       - Chênh lệch (-) dư        ","","","","","","(0.372gr  + -0.037gr )","","(0.62gr  + -6.304gr )","","","","","(0.711gr  + 0gr )","","(0.62gr  + -5.425gr )","","","","",""
"","","","","","","0.334","","(5.684)gr","","","","","0.711","","(4.805)gr","","0.377","112.84%","",""
"","","","","","","(0.334gr  / 97.932gr )","","(-5.684gr  / 446.291gr )","","","","","(0.711gr  / 97.966gr )","","(-4.805gr  / 447.335gr )","","","","",""
"","","","","","","0.34%","","-1.27%","","","","","0.73%","","-1.07%","","0.38%","112.76%","",""
"","","","","","","","","","","","","","","","","","","","",""
"* ","Kết luận : ","","","","","","","","","","","","","","","","","","",""
"-"," Đối với vàng NL trước PK (58.3% - 75%) :","","","","Kết quả test tuổi vàng NL Tiệm Tài cao hơn kết quả test tuổi HP :","","","","","","","","0.04%","","","","","","",""
"-"," Đối với vàng NL 24K sau PK (99% - 99.99%) :","","","","Kết quả test tuổi vàng 24K Tiệm Tài thấp hơn kết quả test tuổi HP :","","","","","","","","-0.31%","","","","","","",""
"-","Kết quả hao hụt vàng khi thực hiện PK  :","","","","Hao hụt vàng PK theo KQ test tuổi Tiệm Tài cao hơn hao hụt vàng PK theo kết quả test tuổi HP :","","","","","","","","112.76%","","","","","","",""
