"","","","","","","","","","","","","","","","","","","","",""
"[AGVN-PK334]  BÁO CÁO CHI TIẾT THỰC HIỆN PHÂN KIM GỘP - KCP & KHO AG","","","","","","","","","","","","","","","Số: ","PKAU-26/0302","","","",""
"","","","","","","","0.000","","","","","0.00%","","0.000","","","","","",""
"KCP","NL24K","","","0.00%","0.00%","","0.000","","","","","0.00%","","0.000","","","","","",""
"AG","NL24K","","","0.00%","0.00%","","0.000","","","","","0.00%","","0.000","","","","","",""
"4.2. THU HỒI NL BẠC SAU PK","","","","","","","0.179","","831.005","","","","","0.000","","832.950","","","",""
"AG","AU","0.018%","0.025%","0.02%","","832.95","0.179","","","0.000%","0.000%","0.00%","832.95","0.000","","","","","",""
"","ag","99.963%","99.550%","99.76%","","","","","831.005","99.99%","99.99%","99.99%","","","","832.950","","","",""
"KCP","AU","","","0.00%","","","0.000","","","","","","","","","","","","",""
"","ag","","","0.00%","","","","","0.000","","","","","","","","","","",""
"BƯỚC 5 :  KẾT QUẢ CHÊNH LỆCH SAU PK","","","","","","","","","","","","","","","","","","","",""
"5.1. CHÊNH LỆCH TRỌNG LƯỢNG CÂN (B1) VÀ (B3)","","","","","","TL","CÔNG THỨC","","C.LỆCH","","","","TL","CÔNG THỨC","","C.LỆCH","","","",""
"B1.","TỔNG T.LƯỢNG VÀNG + T. LƯỢNG BẠC TRƯỚC PK","","","","","1089.700","","","","","","","1089.700","","","","","","",""
"B2.","TỔNG TRỌNG LƯỢNG  HỢP KIM SAU NẤU","","","","","1089.240","(1089.7gr -1089.24gr )","","0.460","","","","1089.240","(1089.7gr -1089.24gr )","","0.460","","","",""
"B3.","TỔNG TRỌNG LƯỢNG  HỢP KIM  CÁN, CẮT VỤN","","","","","1089.210","(1089.24gr -1089.21gr )","","0.030","","","","1089.210","(1089.24gr -1089.21gr )","","0.030","","","",""
"","TỔNG CHÊNH LỆCH TL CÂN","","","","","","","","0.490","","","","","","","0.490","","","",""
"5.2. CHÊNH LỆCH TĂNG GIẢM TUỔI NL QUY 99.99%  (B1) - (B4)","","","","","","Trọng lượng Au (gram)","","Trọng lượng Ag (gram)","","","","","Trọng lượng Au (gram)","","Trọng lượng Ag (gram)","","","","",""
"","","","","","","","","au","ag","","","","","","au","ag","","","",""
"B1.","TỔNG TL VÀNG 24K + TL BẠC QUY 99.99% TRƯỚC PK","","","","","","193.894","0.172","446.708","","","","","194.050","0.113","831.457","","","",""
"B4.","TỔNG TL VÀNG 24K + TL BẠC QUY 99.99% SAU PK","","","","","","192.500","0.179","831.005","","","","","192.050","0.000","832.950","","","",""
"TỔNG CHÊNH LỆCH TL NL SAU PK QUY 99.99%","","","","","","","1.394","-0.007","-384.297","","","","","1.999","0.113","-1.493","","","",""
"5.3. TỔNG CHÊNH LỆCH = (5.1) + (5.2)

   - Chênh lệch (+) thiếu       - Chênh lệch (-) dư        ","","","","","","(1.394gr  + -0.007gr )","","(0.49gr  + -384.297gr )","","","","","(1.999gr  + 0.113gr )","","(0.49gr  + -1.493gr )","","","","",""
"","","","","","","1.387","","(383.807)gr","","","","","2.112","","(1.003)gr","","0.725","52.25%","",""
"","","","","","","(1.387gr  / 193.894gr )","","(-383.807gr  / 446.708gr )","","","","","(2.112gr  / 194.05gr )","","(-1.003gr  / 831.457gr )","","","","",""
"","","","","","","0.72%","","-85.92%","","","","","1.09%","","-0.12%","","0.37%","52.13%","",""
"","","","","","","","","","","","","","","","","","","","",""
"* ","Kết luận : ","","","","","","","","","","","","","","","","","","",""
"-"," Đối với vàng NL trước PK (58.3% - 75%) :","","","","Kết quả test tuổi vàng NL Tiệm Tài cao hơn kết quả test tuổi HP :","","","","","","","","0.08%","","","","","","",""
"-"," Đối với vàng NL 24K sau PK (99% - 99.99%) :","","","","Kết quả test tuổi vàng 24K Tiệm Tài thấp hơn kết quả test tuổi HP :","","","","","","","","-0.23%","","","","","","",""
"-","Kết quả hao hụt vàng khi thực hiện PK  :","","","","Hao hụt vàng PK theo KQ test tuổi Tiệm Tài cao hơn hao hụt vàng PK theo kết quả test tuổi HP :","","","","","","","","52.13%","","","","","","",""
