"","","","","","","","","","","","","","","","","","","","",""
"[AGVN-PK334]  BÁO CÁO CHI TIẾT THỰC HIỆN PHÂN KIM GỘP - KCP & KHO AG","","","","","","","","","","","","","","","Số: ","PKAU-26/0201","","","",""
"AG","NL750W","76.140%","74.740%","75.44%","","32.20","24.294","","","76.169%","75.181%","75.68%","32.20","24.370","","","","","",""
"AG","NL750W","76.460%","76.430%","76.45%","","36.60","27.982","","","76.550%","76.710%","76.63%","36.60","28.049","","","","","",""
"AG","NL750W","75.10%","74.029%","74.56%","","14.16","10.559","","","74.960%","74.240%","74.60%","14.16","10.564","","","","","",""
"AG","NL416W","41.370%","40.490%","40.93%","","13.50","5.526","","","41.199%","40.580%","40.89%","13.50","5.521","","","","","",""
"AG","NL416W","42.080%","42.260%","42.17%","","114.42","48.256","","","41.850%","42.100%","41.98%","114.42","48.033","","","","","","3.190"
"KCP","NL18K","","","0.00%","","","0.000","","","","","0.00%","","0.000","","","","","","-88.99"
"KCP","NL18K","","","0.00%","","","0.000","","","","","0.00%","","0.000","","","","","",""
"KCP","NL18K","","","0.00%","","","0.000","","","","","0.00%","","0.000","","","","","",""
"KCP","NL18K","","","0.00%","","","0.000","","","","","0.00%","","0.000","","","","","",""
"KCP","","","","0.00%","","","0.000","","","","","0.00%","","0.000","","","","","",""
"","","","","0.00%","","","0.000","","","","","0.00%","","0.000","","","","","",""
"","","","","0.00%","","","0.000","","","","","0.00%","","0.000","","","","","",""
"","","","","0.00%","","","0.000","","","","","0.00%","","0.000","","","","","",""
"","","","","0.00%","","","0.000","","","","","0.00%","","0.000","","","","","",""
"1.2. : TỔNG TL NL BẠC THỰC HIỆN PK","","","","","","683.830","0.140","","683.535","","","","683.830","0.211","","683.565","","","",""
"1","AU","0.024%","0.017%","0.021%","","411.340","0.084","","","0.089%","0.000%","0.045%","411.340","0.183","","","","","",""
"","ag","99.947%","99.965%","99.96%","","","","","411.159","99.91%","99.99%","99.951%","","","","411.136","","","",""
"2","AU","0.016%","0.024%","0.020%","","83.090","0.017","","","0.032%","0.036%","0.034%","83.090","0.028","","","","","",""
"","ag","99.970%","99.964%","99.97%","","","","","83.063","99.95%","99.95%","99.949%","","","","83.048","","","",""
"3","AU","0.020%","0.021%","0.02%","","189.400","0.039","","","0.000%","0.000%","0.000%","189.400","0.000","","","","","",""
"","ag","99.957%","99.952%","99.95%","","","","","189.314","99.99%","99.99%","99.990%","","","","189.381","","","",""
"4","AU","","","0.00%","","","0.000","","","","","0.000%","","0.000","","","","","",""
"","ag","","","0.00%","","","","","0.000","","","0.000%","","","","0.000","","","",""
"5","AU","","","0.00%","","","0.000","","","","","0.000%","","0.000","","","","","",""
"","ag","","","0.00%","","","","","0.000","","","0.000%","","","","0.000","","","",""
"6","AU","","","0.00%","","","0.000","","","","","0.000%","","0.000","","","","","",""
"","ag","","","0.00%","","","","","0.000","","","0.000%","","","","0.000","","","",""
"7","AU","","","0.00%","","","0.000","","","","","0.000%","","0.000","","","","","",""
"","ag","","","0.00%","","","","","0.000","","","0.000%","","","","0.000","","","",""
"BƯỚC 2 : TỔNG TRỌNG LƯỢNG HỢP KIM SAU NẤU","","","","","","1113.950","205.106","","772.558","","","","1113.950","205.106","","772.558","","","",""
"1","AU","18.829%","17.996%","18.41%","","1113.950","205.106","","","","","","1113.950","205.106","","","","","",""
"","ag","71.506%","67.200%","69.35%","","","","","772.558","","","","","","","772.558","","","",""
"2","AU","","","0.00%","","","0.000","","","","","","","0.000","","","","","",""
"","ag","","","0.00%","","","","","0.000","","","","","","","0.000","","","",""
"3","AU","","","0.00%","","","0.000","","","","","","","0.000","","","","","",""
"","ag","65.319%","76.406%","70.86%","","","","","0.000","","","","","","","0.000","","","",""
"BƯỚC 3 :  TỔNG TL HỢP KIM SAU CÁN VÀ CẮT NHỎ","","","","","","1113.950","0.000","","0.000","","","","1113.950","0.000","","0.000","","","",""
"1","AU","","","0.00%","","1113.950","","","","","","","1113.950","","","","","","",""
"","AU","","","0.00%","","","0.000","","","","","","","0.000","","","","","",""
"","AU","","","0.00%","","","","","","","","","","","","","","","",""
"","ag","","","0.00%","","","","","","","","","","","","","","","",""
"","ag","","","0.00%","","","","","0.000","","","","","","","0.000","0.000","","",""
"","ag","","","0.00%","","","","","","","","","","","","","","","",""
"2","AU","","","","","","","","","","","","","","","","","","",""
"","AU","","","","","","0.000","","","","","","","0.000","","","","","",""
"","AU","","","0.00%","","","","","","","","","","","","","","","",""
"","ag","","","0.00%","","","","","","","","","","","","","","","",""
"","ag","","","","","","","","0.000","","","","","","","0.000","0.000","","",""
"","ag","","","","","","","","","","","","","","","","","","",""
"BƯỚC 4: TỔNG TL NL THU HỒI SAU PK","","","","","","209.160","209.466","0.000","736.089","","","","209.160","208.603","0.000","736.520","","","",""
"4.1.THU HỒI NL VÀNG SAU PK","","","","","","209.160","209.160","","","","","","209.160","208.603","","","-0.557","-0.27%","",""
"AG","NL24K","","","0.00%","0.00%","","0.000","","","","","0.00%","","0.000","","","","","",""
"AG","NL24K","99.990%","99.990%","99.99%","100.00%","209.160","209.160","","","99.741%","99.706%","99.72%","209.16","208.603","","","","","",""
"","","","","","","","0.000","","","","","0.00%","","0.000","","","","","",""
"KCP","NL24K","","","0.00%","0.00%","","0.000","","","","","0.00%","","0.000","","","","","",""
"AG","NL24K","","","0.00%","0.00%","","0.000","","","","","0.00%","","0.000","","","","","",""
"4.2. THU HỒI NL BẠC SAU PK","","","","","","","0.306","","736.089","","","","","0.000","","736.520","","","",""
"AG","AU","0.040%","0.043%","0.04%","","736.52","0.306","","","0.000%","0.000%","0.00%","736.52","0.000","","","","","",""
"","ag","99.938%","99.925%","99.93%","","","","","736.089","99.99%","99.99%","99.99%","","","","736.520","","","",""
"KCP","AU","","","0.00%","","","0.000","","","","","","","","","","","","",""
"","ag","","","0.00%","","","","","0.000","","","","","","","","","","",""
"BƯỚC 5 :  KẾT QUẢ CHÊNH LỆCH SAU PK","","","","","","","","","","","","","","","","","","","",""
"5.1. CHÊNH LỆCH TRỌNG LƯỢNG CÂN (B1) VÀ (B3)","","","","","","TL","CÔNG THỨC","","C.LỆCH","","","","TL","CÔNG THỨC","","C.LỆCH","","","",""
"B1.","TỔNG T.LƯỢNG VÀNG + T. LƯỢNG BẠC TRƯỚC PK","","","","","1115.700","","","","","","","1115.700","","","","","","",""
"B2.","TỔNG TRỌNG LƯỢNG  HỢP KIM SAU NẤU","","","","","1113.950","(1115.7gr -1113.95gr )","","1.750","","","","1113.950","(1115.7gr -1113.95gr )","","1.750","","","",""
"B3.","TỔNG TRỌNG LƯỢNG  HỢP KIM  CÁN, CẮT VỤN","","","","","1113.950","(1113.95gr -1113.95gr )","","0.000","","","","1113.950","(1113.95gr -1113.95gr )","","0.000","","","",""
"","TỔNG CHÊNH LỆCH TL CÂN","","","","","","","","1.750","","","","","","","1.750","","","",""
"5.2. CHÊNH LỆCH TĂNG GIẢM TUỔI NL QUY 99.99%  (B1) - (B4)","","","","","","Trọng lượng Au (gram)","","Trọng lượng Ag (gram)","","","","","Trọng lượng Au (gram)","","Trọng lượng Ag (gram)","","","","",""
"","","","","","","","","au","ag","","","","","","au","ag","","","",""
"B1.","TỔNG TL VÀNG 24K + TL BẠC QUY 99.99% TRƯỚC PK","","","","","","207.910","0.140","683.535","","","","","208.085","0.211","683.565","","","",""
"B4.","TỔNG TL VÀNG 24K + TL BẠC QUY 99.99% SAU PK","","","","","","209.160","0.306","736.089","","","","","208.603","0.000","736.520","","","",""
"TỔNG CHÊNH LỆCH TL NL SAU PK QUY 99.99%","","","","","","","-1.250","-0.166","-52.554","","","","","-0.517","0.211","-52.955","","","",""
"5.3. TỔNG CHÊNH LỆCH = (5.1) + (5.2)

   - Chênh lệch (+) thiếu       - Chênh lệch (-) dư        ","","","","","","(-1.25gr  + -0.166gr )","","(1.75gr  + -52.554gr )","","","","","(-0.517gr  + 0.211gr )","","(1.75gr  + -52.955gr )","","","","",""
"","","","","","","-1.416","","(50.804)gr","","","","","-0.306","","(51.205)gr","","1.110","-78.38%","",""
"","","","","","","(-1.416gr  / 207.91gr )","","(-50.804gr  / 683.535gr )","","","","","(-0.306gr  / 208.085gr )","","(-51.205gr  / 683.565gr )","","","","",""
"","","","","","","-0.68%","","-7.43%","","","","","-0.15%","","-7.49%","","0.53%","-78.39%","",""
"","","","","","","","","","","","","","","","","","","","",""
"* ","Kết luận : ","","","","","","","","","","","","","","","","","","",""
"-"," Đối với vàng NL trước PK (58.3% - 75%) :","","","","Kết quả test tuổi vàng NL Tiệm Tài cao hơn kết quả test tuổi HP :","","","","","","","","0.08%","","","","","","",""
"-"," Đối với vàng NL 24K sau PK (99% - 99.99%) :","","","","Kết quả test tuổi vàng 24K Tiệm Tài thấp hơn kết quả test tuổi HP :","","","","","","","","-0.27%","","","","","","",""
"-","Kết quả hao hụt vàng khi thực hiện PK  :","","","","Hao hụt vàng PK theo KQ test tuổi Tiệm Tài cao hơn hao hụt vàng PK theo kết quả test tuổi HP :","","","","","","","","-78.39%","","","","","","",""
