"[AGVN-KT409]- BÁO CÁO TỔNG HỢP NHẬP XUẤT TỒN NGUYÊN VẬT LIỆU  -  QUÝ I/2026","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"STT","MÃ NL","TÊN NGUYÊN LIỆU","TUỔI ","TỒN ĐẦU KÌ","","THÁNG 01","","","","","","THÁNG 02","","","","","","THÁNG 03","","","","","","QUÝ I/2026","","","","TỒN CUỐI KÌ",""
"65","PKPT900-PD","Phụ kiện PT90-PD","90.00%","50.99","1.22","-","-","-","-","50.99","1.22","-","-","-","-","50.99","1.22","-","-","-","-","50.99","1.22","-","-","-","-","50.99","1.22"
"66","PKPT950-PD","Phụ kiện PT95-PD","95.00%","23.72","0.60","-","-","-","-","23.72","0.60","-","-","-","-","23.72","0.60","-","-","-","-","23.72","0.60","-","-","-","-","23.72","0.60"
"C.2","PHỤ KIỆN PT","","","88.26","2.15","-","-","-","-","88.26","2.15","-","-","-","-","88.26","2.15","-","-","-","-","88.26","2.15","-","-","-","-","88.26","2.15"
"67","BTPDAYPT900","BTP Dây PT90","90.00%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"68","BTPDAYPT900-PD","BTP Dây PT90-PD","90.00%","0.04","0.00","-","-","-","-","0.04","0.00","-","-","-","-","0.04","0.00","-","-","-","-","0.04","0.00","-","-","-","-","0.04","0.00"
"69","BTPDAYPT950-PD","BTP Dây PT95-PD","95.00%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"70","BTPDAYPT950","BTP Dây PT95","95.00%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"C.3","BÁN THÀNH PHẨM PT","","","0.04","0.00","-","-","-","-","0.04","0.00","-","-","-","-","0.04","0.00","-","-","-","-","0.04","0.00","-","-","-","-","0.04","0.00"
"71","TPPT900","TP Dây PT90","90.00%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"72","TPPT900-PD","TP Dây PT90-PD","90.00%","0.02","0.00","-","-","-","-","0.02","0.00","-","-","-","-","0.02","0.00","-","-","-","-","0.02","0.00","-","-","-","-","0.02","0.00"
"73","TPPT950-PD","TP Dây PT95-PD","95.00%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"74","TPPT970-PD","TP Dây PT97-PD","97.00%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"C.4","THÀNH PHẨM PT","","","0.02","0.00","-","-","-","-","0.02","0.00","-","-","-","-","0.02","0.00","-","-","-","-","0.02","0.00","-","-","-","-","0.02","0.00"
