"[AGVN-KT409]- BÁO CÁO TỔNG HỢP NHẬP XUẤT TỒN NGUYÊN VẬT LIỆU  -  QUÝ I/2026","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"STT","MÃ NL","TÊN NGUYÊN LIỆU","TUỔI ","TỒN ĐẦU KÌ","","THÁNG 01","","","","","","THÁNG 02","","","","","","THÁNG 03","","","","","","QUÝ I/2026","","","","TỒN CUỐI KÌ",""
"3","NL999","Vàng 999","99.90%","0.01","0.00","-","-","-","-","0.01","0.00","-","-","-","-","0.01","0.00","-","-","-","-","0.01","0.00","-","-","-","-","0.01","0.00"
"4","NL99","Vàng 99","99.00%","-0.03","-0.00","-","-","-","-","-0.03","-0.00","62.33","1.65","62.32","1.65","-0.02","-0.00","-","-","-","-","-0.02","-0.00","62.33","1.65","62.32","1.65","-0.02","-0.00"
"5","NL18K","Vàng 18K","75.00%","55.54","1.11","3309.19","66.19","3073.59","61.48","291.14","5.82","4507.81","90.17","4373.37","87.48","425.58","8.51","6121.22","122.44","6416.27","128.34","130.53","2.61","13938.22","278.79","13863.23","277.29","130.53","2.61"
"6","NL17K","Vàng 17K","70.80%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"7","NL16K","Vàng 16K","68.00%","0.17","0.00","-","-","-","-","0.17","0.00","135.22","2.45","135.22","2.45","0.17","0.00","-","-","-","-","0.17","0.00","135.22","2.45","135.22","2.45","0.17","0.00"
"8","NL15K","Vàng 15K","61.00%","1.31","0.02","-","-","-","-","1.31","0.02","640.24","10.42","640.19","10.41","1.36","0.02","-","-","-","-","1.36","0.02","640.24","10.42","640.19","10.41","1.36","0.02"
"9","NL10K","Vàng 10K","41.60%","0.56","0.01","-","-","-","-","0.56","0.01","69.04","0.77","69.04","0.77","0.56","0.01","-","-","-","-","0.56","0.01","69.04","0.77","69.04","0.77","0.56","0.01"
"10","BOT24K","Bột 24K","99.99%","3.28","0.09","-","-","-","-","3.28","0.09","-","-","-","-","3.28","0.09","3.23","0.09","6.51","0.17","-","-","3.23","0.09","6.51","0.17","-","0.00"
"11","BOT23K","Bột 23K","95.83%","6.97","0.18","-","-","-","-","6.97","0.18","-","-","-","-","6.97","0.18","6.96","0.18","13.93","0.36","-","-","6.96","0.18","13.93","0.36","-","-"
"12","BOT18K","Bột 18K","75.00%","0.00","0.00","6.90","0.14","0.86","0.02","6.04","0.12","44.73","0.89","50.08","1.00","0.69","0.01","79.23","1.58","76.63","1.53","3.29","0.07","130.86","2.62","127.57","2.55","3.29","0.07"
"13","BOT17K","Bột 17K","70.80%","-","-","0.22","0.00","0.22","0.00","-0.00","-0.00","0.22","0.00","0.22","0.00","-0.00","-0.00","0.22","0.00","0.22","0.00","-0.00","-0.00","0.66","0.01","0.66","0.01","-","-0.00"
"14","BOT16K","Bột 16K","68.00%","13.21","0.24","-","-","-","-","13.21","0.24","12.93","0.23","26.05","0.47","0.09","0.00","-","-","-","-","0.09","0.00","12.93","0.23","26.05","0.47","0.09","0.00"
"15","BOT15K","Bột 15K","61.00%","0.04","0.00","-","-","-","-","0.04","0.00","20.78","0.34","20.73","0.34","0.09","0.00","0.09","0.00","0.09","0.00","0.09","0.00","20.87","0.34","20.82","0.34","0.09","0.00"
"16","BOT10K","Bột 10K","41.60%","4.89","0.05","4.29","0.05","3.99","0.04","5.19","0.06","4.29","0.05","4.29","0.05","5.19","0.06","4.29","0.05","4.29","0.05","5.19","0.06","12.87","0.14","12.57","0.14","5.19","0.06"
"17","VAYHAN18K","Vảy hàn 18K","75.00%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"18","VAYHAN16K","Vảy hàn 16K","68.00%","1.84","0.03","-","-","-","-","1.84","0.03","-","-","-","-","1.84","0.03","-","-","-","-","1.84","0.03","-","-","-","-","1.84","0.03"
"19","VAYHAN15K","Vảy hàn 15K","61.00%","6.07","0.10","-","-","-","-","6.07","0.10","-","-","-","-","6.07","0.10","-","-","-","-","6.07","0.10","-","-","-","-","6.07","0.10"
"A.1","NGUYÊN LIỆU AU","","","93.86","1.83","3745.89","77.72","3503.70","72.88","336.05","6.68","5822.58","115.63","5696.60","113.02","462.03","9.29","6995.29","145.13","7307.91","151.51","149.41","2.91","16563.76","338.48","16508.21","337.41","149.41","2.91"
"20","PK24K","Phụ kiện 24K","99.99%","0.67","0.02","-","-","-","-","0.67","0.02","-","-","-","-","0.67","0.02","-","-","-","-","0.67","0.02","-","-","-","-","0.67","0.02"
"21","PK18K","Phụ kiện 18K","75.00%","112.86","2.26","334.42","6.69","296.49","5.93","150.79","3.02","149.27","2.99","182.91","3.66","117.15","2.34","380.34","7.61","350.54","7.01","146.95","2.94","864.03","17.28","829.94","16.60","146.95","2.94"
"22","PK16K","Phụ kiện 16K","68.00%","122.11","2.21","-","-","-","-","122.11","2.21","-","-","17.04","0.31","105.07","1.91","-","-","-","-","105.07","1.91","-","-","17.04","0.31","105.07","1.91"
"23","PK15K","Phụ kiện 15K","61.00%","127.67","2.08","-","-","-","-","127.67","2.08","-","-","34.41","0.56","93.26","1.52","-","-","-","-","93.26","1.52","-","-","34.41","0.56","93.26","1.52"
"24","PK10K","Phụ kiện 10K","41.60%","79.73","0.88","-","-","-","-","79.73","0.88","-","-","23.95","0.27","55.78","0.62","-","-","-","-","55.78","0.62","-","-","23.95","0.27","55.78","0.62"
"A.2","PHỤ KIỆN AU","","","443.04","7.45","334.42","6.69","296.49","5.93","480.97","8.21","149.27","2.99","258.31","4.79","371.93","6.40","380.34","7.61","350.54","7.01","401.73","7.00","864.03","17.28","905.34","17.73","401.73","7.00"
"25","BTPBI18K","BTP bi 18K","75.00%","96.43","1.93","503.86","10.08","495.45","9.91","104.84","2.10","529.31","10.59","634.06","12.68","0.09","0.00","869.54","17.39","620.30","12.41","249.33","4.99","1902.71","38.06","1749.81","35.00","249.33","4.99"
"26","BTPBI16K","BTP bi 16K","68.00%","84.41","1.53","-","-","-","-","84.41","1.53","-","-","3.31","0.06","81.10","1.47","-","-","-","-","81.10","1.47","-","-","3.31","0.06","81.10","1.47"
"27","BTPBI15K","BTP bi 15K","61.00%","150.07","2.44","-","-","-","-","150.07","2.44","-","-","11.35","0.18","138.72","2.26","-","-","-","-","138.72","2.26","-","-","11.35","0.18","138.72","2.26"
"28","BTPBI10K","BTP bi 10K","41.60%","181.04","2.01","-","-","-","-","181.04","2.01","-","-","8.37","0.09","172.67","1.92","-","-","-","-","172.67","1.92","-","-","8.37","0.09","172.67","1.92"
"29","BTPDAY24K","BTP dây 24K","99.99%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"30","BTPDAY23K","BTP dây 23K","95.83%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"31","BTPDAY18K","BTP dây 18K","75.00%","99.92","2.00","328.09","6.56","338.16","6.76","89.85","1.80","466.44","9.33","497.85","9.96","58.44","1.17","1666.62","33.34","1650.05","33.00","75.01","1.50","2461.15","49.23","2486.06","49.73","75.01","1.50"
"32","BTPDAY17K","BTP dây 17K","70.80%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"33","BTPDAY16K","BTP dây 16K","68.00%","102.79","1.86","-","-","-","-","102.79","1.86","-","-","102.73","1.86","0.06","0.00","-","-","-","-","0.06","0.00","-","-","102.73","1.86","0.06","0.00"
"34","BTPDAY15K","BTP dây 15K","61.00%","4.47","0.07","-","-","-","-","4.47","0.07","532.30","8.66","536.74","8.73","0.03","0.00","-","-","-","-","0.03","0.00","532.30","8.66","536.74","8.73","0.03","0.00"
"35","BTPDAY10K","BTP dây 10K","41.60%","36.94","0.41","-","-","-","-","36.94","0.41","-","-","36.85","0.41","0.09","0.00","-","-","-","-","0.09","0.00","-","-","36.85","0.41","0.09","0.00"
"A.3","BÁN THÀNH PHẨM AU","","","756.07","12.25","831.95","16.64","833.61","16.67","754.41","12.22","1528.05","28.58","1831.26","33.98","451.20","6.82","2536.16","50.73","2270.35","45.41","717.01","12.13","4896.16","95.95","4935.22","96.07","717.01","12.13"
"36","TP24K","TP 24K","99.99%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"37","TP18K","TP 18K","75.00%","36.10","0.72","577.06","11.54","577.04","11.54","36.12","0.72","827.55","16.55","848.39","16.97","15.28","0.31","1242.11","24.84","1075.56","21.51","181.83","3.64","2646.72","52.94","2500.99","50.02","181.83","3.64"
"38","TP17K","TP 17K","70.80%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"39","TP16K","TP 16K","68.00%","0.05","0.00","-","-","-","-","0.05","0.00","-","-","-","-","0.05","0.00","-","-","-","-","0.05","0.00","-","-","-","-","0.05","0.00"
"40","TP15K","TP 15K","61.00%","-0.10","-0.00","-","-","-","-","-0.10","-0.00","-","-","-","-","-0.10","-0.00","-","-","-","-","-0.10","-0.00","-","-","-","-","-0.10","-0.00"
"41","TP10K","TP 10K","41.60%","8.06","0.09","-","-","-","-","8.06","0.09","-","-","-","-","8.06","0.09","-","-","-","-","8.06","0.09","-","-","-","-","8.06","0.09"
"A.4","THÀNH PHẨM AU","","","44.11","0.81","577.06","11.54","577.04","11.54","44.13","0.81","827.55","16.55","848.39","16.97","23.29","0.39","1242.11","24.84","1075.56","21.51","189.84","3.73","2646.72","52.94","2500.99","50.02","189.84","3.73"
"B. NGUYÊN VẬT LIỆU BẠC:","","","","3759.76","94.04","5615.20","140.89","5931.67","148.34","3443.29","86.59","17578.87","437.88","17130.49","425.19","3891.67","99.27","17102.46","424.36","16408.53","409.18","4585.60","114.46","40296.53","1003.13","39470.69","982.71","4585.60","114.46"
"42","BACNTO","Bạc NTO","99.99%","2.36","0.06","-","-","-","-","2.36","0.06","-","-","-","-","2.36","0.06","-","-","-","-","2.36","0.06","-","-","-","-","2.36","0.06"
"43","NLBAC9999","Bạc 99.99","99.99%","645.28","17.21","1183.44","31.56","1007.76","26.87","820.96","21.89","1873.47","49.96","1092.42","29.13","1602.01","42.72","593.70","15.83","2137.72","57.01","57.99","1.55","3650.61","97.35","4237.90","113.01","57.99","1.55"
"44","NLBAC999","Bạc 999","99.90%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"45","NLBAC950","Bạc 950","95.00%","-","-","-","-","-","-","-","-","718.15","18.19","625.92","15.86","92.23","2.34","1911.58","48.43","182.55","4.63","1821.26","46.14","2629.73","66.63","808.47","20.48","1821.26","46.14"
"46","NLBAC92.5","Bạc 92.5","92.50%","1320.86","32.58","2939.43","72.51","3862.17","95.28","398.12","9.82","9111.37","224.77","9341.27","230.44","168.22","4.15","11675.93","288.04","11592.17","285.97","251.98","6.22","23726.73","585.32","24795.61","611.69","251.98","6.22"
"47","BOTBAC92.5","Bột bạc 92.5","92.50%","144.71","3.57","11.95","0.29","-","-","156.66","3.86","78.80","1.94","4.65","0.11","230.81","5.69","115.38","2.85","193.77","4.78","152.42","3.76","206.13","5.09","198.42","4.89","152.42","3.76"
"48","VAYHANBAC92.5","Vảy hàn bạc 92.5","92.50%","8.70","0.21","-","-","-","-","8.70","0.21","-","-","-","-","8.70","0.21","-","-","-","-","8.70","0.21","-","-","-","-","8.70","0.21"
"B.1","NGUYÊN LIỆU AG","","","2121.91","53.64","4134.82","104.37","4869.93","122.15","1386.80","35.86","11781.79","294.87","11064.26","275.55","2104.33","55.18","14296.59","355.14","14106.21","352.38","2294.71","57.94","30213.20","754.38","30040.40","750.08","2294.71","57.94"
"49","PKBAC92.5","Phụ kiện bạc 92.5","92.50%","115.74","2.86","56.64","1.40","67.11","1.66","105.27","2.60","480.92","11.86","474.63","11.71","111.56","2.75","496.34","12.24","413.51","10.20","194.39","4.80","1033.90","25.51","955.25","23.57","194.39","4.80"
"B.2","PHỤ KIỆN AG","","","115.74","2.86","56.64","1.40","67.11","1.66","105.27","2.60","480.92","11.86","474.63","11.71","111.56","2.75","496.34","12.24","413.51","10.20","194.39","4.80","1033.90","25.51","955.25","23.57","194.39","4.80"
"50","BTPBIBAC92.5","BTP bi bạc 92.5","92.50%","287.68","7.10","-","-","-","-","287.68","7.10","43.38","1.07","330.78","8.16","0.28","0.01","307.91","7.60","135.33","3.34","172.86","4.26","351.29","8.67","466.11","11.50","172.86","4.26"
"51","BTPDAYBAC92.5","BTP dây bạc 92.5","92.50%","665.80","16.42","1279.06","31.55","994.63","24.54","950.23","23.44","2281.85","56.29","2987.44","73.70","244.64","6.04","1920.48","47.38","1531.04","37.77","634.08","15.64","5481.39","135.22","5513.11","136.00","634.08","15.64"
"B.3","BÁN THÀNH PHẨM AG","","","953.48","23.52","1279.06","31.55","994.63","24.54","1237.91","30.54","2325.23","57.36","3318.22","81.86","244.92","6.04","2228.39","54.97","1666.37","41.11","806.94","19.91","5832.68","143.89","5979.22","147.50","806.94","19.91"
"52","TPBAC92.5","TP dây bạc 92.5","92.50%","568.63","14.03","144.68","3.57","-","-","713.31","17.60","2990.93","73.78","2273.38","56.08","1430.86","35.30","81.14","2.00","222.44","5.49","1289.56","31.81","3216.75","79.35","2495.82","61.57","1289.56","31.81"
"B.4","THÀNH PHẨM AG","","","568.63","14.03","144.68","3.57","-","-","713.31","17.60","2990.93","73.78","2273.38","56.08","1430.86","35.30","81.14","2.00","222.44","5.49","1289.56","31.81","3216.75","79.35","2495.82","61.57","1289.56","31.81"
"C. NGUYÊN VẬT LIỆU PT:","","","","1042.09","24.24","5.19","0.12","61.51","1.48","985.77","23.76","5.19","0.12","5.19","0.12","985.77","23.76","5.19","0.12","35.37","0.85","955.59","23.04","15.57","0.37","102.07","2.45","955.59","22.16"
"53","NLPT900","PT90","90.00%","50.05","1.20","-","-","-","-","50.05","1.20","-","-","-","-","50.05","1.20","-","-","-","-","50.05","1.20","-","-","-","-","50.05","1.20"
"54","NLPT950","PT95","95.00%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"55","NLPT99"," PT99","99.00%","28.31","0.75","-","-","-","-","28.31","0.75","-","-","-","-","28.31","0.75","-","-","-","-","28.31","0.75","-","-","-","-","28.31","0.75"
"56","NLPT999"," PT999","99.90%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"57","NLPT9999"," PT9999","99.99%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"58","NLPT900-PD","PT90-PD","90.00%","318.35","6.77","-","-","56.78","1.36","261.57","6.28","-","-","-","-","261.57","6.28","-","-","30.18","0.72","231.39","5.55","-","-","86.96","2.09","231.39","4.68"
"59","NLPT950-PD","PT95-PD","95.00%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"60","NLPTPK","PT-PK","90.00%","526.96","12.65","-","-","-","-","526.96","12.65","-","-","-","-","526.96","12.65","-","-","-","-","526.96","12.65","-","-","-","-","526.96","12.65"
"61","BOTPT900-PD","Bột PT90-PD","90.00%","26.38","0.63","5.19","0.12","4.73","0.11","26.84","0.64","5.19","0.12","5.19","0.12","26.84","0.64","5.19","0.12","5.19","0.12","26.84","0.64","15.57","0.37","15.11","0.36","26.84","0.64"
"62","BOTPT900","Bột PT90","90.00%","3.72","0.09","-","-","-","-","3.72","0.09","-","-","-","-","3.72","0.09","-","-","-","-","3.72","0.09","-","-","-","-","3.72","0.09"
"C.1","NGUYÊN LIỆU PT","","","953.77","22.09","5.19","0.12","61.51","1.48","897.45","21.61","5.19","0.12","5.19","0.12","897.45","21.61","5.19","0.12","35.37","0.85","867.27","20.88","15.57","0.37","102.07","2.45","867.27","20.01"
"63","PKPT900","Phụ kiện PT90","90.00%","13.55","0.33","-","-","-","-","13.55","0.33","-","-","-","-","13.55","0.33","-","-","-","-","13.55","0.33","-","-","-","-","13.55","0.33"
"64","PKPT950","Phụ kiện PT95","95.00%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"65","PKPT900-PD","Phụ kiện PT90-PD","90.00%","50.99","1.22","-","-","-","-","50.99","1.22","-","-","-","-","50.99","1.22","-","-","-","-","50.99","1.22","-","-","-","-","50.99","1.22"
"66","PKPT950-PD","Phụ kiện PT95-PD","95.00%","23.72","0.60","-","-","-","-","23.72","0.60","-","-","-","-","23.72","0.60","-","-","-","-","23.72","0.60","-","-","-","-","23.72","0.60"
"C.2","PHỤ KIỆN PT","","","88.26","2.15","-","-","-","-","88.26","2.15","-","-","-","-","88.26","2.15","-","-","-","-","88.26","2.15","-","-","-","-","88.26","2.15"
"67","BTPDAYPT900","BTP Dây PT90","90.00%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"68","BTPDAYPT900-PD","BTP Dây PT90-PD","90.00%","0.04","0.00","-","-","-","-","0.04","0.00","-","-","-","-","0.04","0.00","-","-","-","-","0.04","0.00","-","-","-","-","0.04","0.00"
"69","BTPDAYPT950-PD","BTP Dây PT95-PD","95.00%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"70","BTPDAYPT950","BTP Dây PT95","95.00%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"C.3","BÁN THÀNH PHẨM PT","","","0.04","0.00","-","-","-","-","0.04","0.00","-","-","-","-","0.04","0.00","-","-","-","-","0.04","0.00","-","-","-","-","0.04","0.00"
"71","TPPT900","TP Dây PT90","90.00%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"72","TPPT900-PD","TP Dây PT90-PD","90.00%","0.02","0.00","-","-","-","-","0.02","0.00","-","-","-","-","0.02","0.00","-","-","-","-","0.02","0.00","-","-","-","-","0.02","0.00"
"73","TPPT950-PD","TP Dây PT95-PD","95.00%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"74","TPPT970-PD","TP Dây PT97-PD","97.00%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"C.4","THÀNH PHẨM PT","","","0.02","0.00","-","-","-","-","0.02","0.00","-","-","-","-","0.02","0.00","-","-","-","-","0.02","0.00","-","-","-","-","0.02","0.00"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"[AGVN-KT409]- BÁO CÁO TỔNG HỢP NHẬP XUẤT TỒN NGUYÊN VẬT LIỆU  -  QUÝ III/2026","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"STT","MÃ NL","TÊN NGUYÊN LIỆU","TUỔI ","TỒN ĐẦU KÌ","","THÁNG 07","","","","","","THÁNG 08","","","","","","THÁNG 09","","","","","","QUÝ III/2026","","","","TỒN CUỐI KÌ",""
"","","","","","","NHẬP TRONG KÌ","","XUẤT TRONG KÌ","","TỒN CUỐI KÌ","","NHẬP TRONG KÌ","","XUẤT TRONG KÌ","","TỒN CUỐI KÌ","","NHẬP TRONG KÌ","","XUẤT TRONG KÌ","","TỒN CUỐI KÌ","","NHẬP TRONG KÌ","","XUẤT TRONG KÌ","","",""
"","","","","TL NGUYÊN (Gr)","QUY 99.99 (L)","TL NGUYÊN (Gr)","QUY 99.99 (L)","TL NGUYÊN (Gr)","QUY 99.99 (L)","TL NGUYÊN (Gr)","QUY 99.99 (L)","TL NGUYÊN (Gr)","QUY 99.99 (L)","TL NGUYÊN (Gr)","QUY 99.99 (L)","TL NGUYÊN (Gr)","QUY 99.99 (L)","TL NGUYÊN (Gr)","QUY 99.99 (L)","TL NGUYÊN (Gr)","QUY 99.99 (L)","TL NGUYÊN (Gr)","QUY 99.99 (L)","TL NGUYÊN (Gr)","QUY 99.99 (L)","TL NGUYÊN (Gr)","QUY 99.99 (L)","TL NGUYÊN (Gr)","QUY 99.99 (L)"
"A. NGUYÊN VẬT LIỆU VÀNG","","","","1457.99","25.76","-","-","-","-","1457.99","25.76","-","-","-","-","1457.99","25.76","-","-","-","-","1457.99","25.76","-","-","-","-","1457.99","25.76"
"1","NL24K","Vàng 24K","99.99%","0.23","0.01","-","-","-","-","0.23","0.01","-","-","-","-","0.23","0.01","-","-","-","-","0.23","0.01","-","-","-","-","0.23","0.01"
"2","NL23K","Vàng 23K","95.83%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"3","NL999","Vàng 999","99.90%","0.01","0.00","-","-","-","-","0.01","0.00","-","-","-","-","0.01","0.00","-","-","-","-","0.01","0.00","-","-","-","-","0.01","0.00"
"4","NL99","Vàng 99","99.00%","-0.02","-0.00","-","-","-","-","-0.02","-0.00","-","-","-","-","-0.02","-0.00","-","-","-","-","-0.02","-0.00","-","-","-","-","-0.02","-0.00"
"5","NL18K","Vàng 18K","75.00%","130.53","2.61","-","-","-","-","130.53","2.61","-","-","-","-","130.53","2.61","-","-","-","-","130.53","2.61","-","-","-","-","130.53","2.61"
"6","NL17K","Vàng 17K","70.80%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"7","NL16K","Vàng 16K","68.00%","0.17","0.00","-","-","-","-","0.17","0.00","-","-","-","-","0.17","0.00","-","-","-","-","0.17","0.00","-","-","-","-","0.17","0.00"
"8","NL15K","Vàng 15K","61.00%","1.36","0.02","-","-","-","-","1.36","0.02","-","-","-","-","1.36","0.02","-","-","-","-","1.36","0.02","-","-","-","-","1.36","0.02"
"9","NL10K","Vàng 10K","41.60%","0.56","0.01","-","-","-","-","0.56","0.01","-","-","-","-","0.56","0.01","-","-","-","-","0.56","0.01","-","-","-","-","0.56","0.01"
"10","BOT24K","Bột 24K","99.99%","-","0.00","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0.00"
"11","BOT23K","Bột 23K","95.83%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"12","BOT18K","Bột 18K","75.00%","3.29","0.07","-","-","-","-","3.29","0.07","-","-","-","-","3.29","0.07","-","-","-","-","3.29","0.07","-","-","-","-","3.29","0.07"
"13","BOT17K","Bột 17K","70.80%","-","-0.00","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-0.00"
"14","BOT16K","Bột 16K","68.00%","0.09","0.00","-","-","-","-","0.09","0.00","-","-","-","-","0.09","0.00","-","-","-","-","0.09","0.00","-","-","-","-","0.09","0.00"
"15","BOT15K","Bột 15K","61.00%","0.09","0.00","-","-","-","-","0.09","0.00","-","-","-","-","0.09","0.00","-","-","-","-","0.09","0.00","-","-","-","-","0.09","0.00"
"16","BOT10K","Bột 10K","41.60%","5.19","0.06","-","-","-","-","5.19","0.06","-","-","-","-","5.19","0.06","-","-","-","-","5.19","0.06","-","-","-","-","5.19","0.06"
"17","VAYHAN18K","Vảy hàn 18K","75.00%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"18","VAYHAN16K","Vảy hàn 16K","68.00%","1.84","0.03","-","-","-","-","1.84","0.03","-","-","-","-","1.84","0.03","-","-","-","-","1.84","0.03","-","-","-","-","1.84","0.03"
"19","VAYHAN15K","Vảy hàn 15K","61.00%","6.07","0.10","-","-","-","-","6.07","0.10","-","-","-","-","6.07","0.10","-","-","-","-","6.07","0.10","-","-","-","-","6.07","0.10"
"A.1","NGUYÊN LIỆU AU","","","149.41","2.91","-","-","-","-","149.41","2.91","-","-","-","-","149.41","2.91","-","-","-","-","149.41","2.91","-","-","-","-","149.41","2.91"
"20","PK24K","Phụ kiện 24K","99.99%","0.67","0.02","-","-","-","-","0.67","0.02","-","-","-","-","0.67","0.02","-","-","-","-","0.67","0.02","-","-","-","-","0.67","0.02"
"21","PK18K","Phụ kiện 18K","75.00%","146.95","2.94","-","-","-","-","146.95","2.94","-","-","-","-","146.95","2.94","-","-","-","-","146.95","2.94","-","-","-","-","146.95","2.94"
"22","PK16K","Phụ kiện 16K","68.00%","105.07","1.91","-","-","-","-","105.07","1.91","-","-","-","-","105.07","1.91","-","-","-","-","105.07","1.91","-","-","-","-","105.07","1.91"
"23","PK15K","Phụ kiện 15K","61.00%","93.26","1.52","-","-","-","-","93.26","1.52","-","-","-","-","93.26","1.52","-","-","-","-","93.26","1.52","-","-","-","-","93.26","1.52"
"24","PK10K","Phụ kiện 10K","41.60%","55.78","0.62","-","-","-","-","55.78","0.62","-","-","-","-","55.78","0.62","-","-","-","-","55.78","0.62","-","-","-","-","55.78","0.62"
"A.2","PHỤ KIỆN AU","","","401.73","7.00","-","-","-","-","401.73","7.00","-","-","-","-","401.73","7.00","-","-","-","-","401.73","7.00","-","-","-","-","401.73","7.00"
"25","BTPBI18K","BTP bi 18K","75.00%","249.33","4.99","-","-","-","-","249.33","4.99","-","-","-","-","249.33","4.99","-","-","-","-","249.33","4.99","-","-","-","-","249.33","4.99"
"26","BTPBI16K","BTP bi 16K","68.00%","81.10","1.47","-","-","-","-","81.10","1.47","-","-","-","-","81.10","1.47","-","-","-","-","81.10","1.47","-","-","-","-","81.10","1.47"
"27","BTPBI15K","BTP bi 15K","61.00%","138.72","2.26","-","-","-","-","138.72","2.26","-","-","-","-","138.72","2.26","-","-","-","-","138.72","2.26","-","-","-","-","138.72","2.26"
"28","BTPBI10K","BTP bi 10K","41.60%","172.67","1.92","-","-","-","-","172.67","1.92","-","-","-","-","172.67","1.92","-","-","-","-","172.67","1.92","-","-","-","-","172.67","1.92"
"29","BTPDAY24K","BTP dây 24K","99.99%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"30","BTPDAY23K","BTP dây 23K","95.83%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
