"CÔNG TY TNHH ASIANA GOLD","","","","",""
"[AGVN-C3107] BẢNG TRÌNH DUYỆT GIÁ TÍNH HAO HỤT THỢ ","","","","",""
"","","Kỳ thực hiện:","Tháng 04/2026","",""
"","","","","",""
"I. GIÁ NVL-VÀNG MUA VÀO","","","","",""
"NGÀY MUA","GIÁ VÀNG MUA VÀO
(VND/LƯỢNG)","GIÁ VÀNG BÌNH QUÂN 
(VND/LƯỢNG)","GIÁ QUY ĐỔI 
(VND/CHỈ)","NGUỒN DỮ LIỆU",""
"03/04/2026","172,800,000đ","173,250,000 ","17,325,000 ","[KT409(L3)-AGVN][C109]-BẢNG THEO DÕI MUA NVL VÀNG/BẠC/PT NĂM 2026",""
"28/04/2026","173,700,000đ","","","",""
"","","","","",""
"","","","","",""
"","","","","",""
"","","","","",""
"","","","","",""
"","","","","",""
"","","","","",""
"","","","","",""
"","","","","",""
"","","","","",""
"","","","","",""
"","","","","",""
"","","","","",""
"","","","","",""
"","","","","",""
"","","","","",""
"","","","","",""
"II.GIÁ NVL BẠC-PT/USD","","","","",""
"NGÀY","CHỈ TIÊU","GIÁ NIÊM YẾT
(USD)","GIÁ QUY ĐỔI
 (VND/GR)","GIÁ QUY ĐỔI
(VND/CHỈ)","NGUỒN DỮ LIỆU"
"30/04/2026","GIÁ PT (USD/OZ)","1,970.37 ","1,671,000 ","6,266,000 ","KITCO"
"30/04/2026","Giá PD (USD/OZ)","1,484.00 ","1,258,000 ","","https://www.dailymetalprice.com/metalprices.php#google_vignette"
"30/04/2026","GIÁ PT 900 (10%PD/OZ)","1,941.02 ","1,646,000 ","6,173,000 ","https://www.dailymetalprice.com/metalprices.php#google_vignette"
"30/04/2026","GIÁ BẠC (USD/OZ)","73.75 ","63,000 ","236,000 ","KITCO"
"30/04/2026","GIÁ USD ($)","1 ","26,368 ","","Tỷ giá"
"Ghi chú: ","1oz=31.1gram","","","",""
"","Giá PT900 bao gồm : 90% PT+10% PD","","","",""
"","","","","",""
"","1. Tỷ giá Bạc: 73.75","","","",""
"","","","","",""
"","","","","",""
"","","","","",""
"","","","","",""
"","","","","",""
"","","","","",""
"","","","","",""
"","","","","",""
"","","","","",""
"","","","","",""
"","","","","",""
"","","","","",""
"","","","","",""
"","","","","",""
"","","","","",""
"","","","","",""
"","","","","",""
"","","","","",""
"","","","","",""
"","","","","",""
"","","","","",""
"","","","","",""
"","2. Tỷ giá PT: 1970.366","","","",""
"","","","","",""
"","","","","",""
"","","","","",""
"","","","","",""
"","","","","",""
"","","","","",""
"","","","","",""
"","","","","",""
"","","","","",""
"","","","","",""
"","","","","",""
"","","","","",""
"","","","","",""
"","","","","",""
"","","","","",""
"","","","","",""
"","","","","",""
"","","","","",""
"","","","","",""
"","","","","",""
"","","","","",""
"","","","","",""
"","","","","",""
"","","","","",""
"","","","","",""
"","","","","",""
"","","","","",""
"","","","","",""
"","","","","",""
"","","","","",""
"","","","","",""
"","","","","",""
"","","","","",""
"","","","","",""
"","","","","",""
"","3. Giá USD: 26,368","","","",""
"","","","","",""
"","","","","",""
"","","","","",""
"","","","","",""
"","","","","",""
"","","","","",""
"","","","","",""
"","","","","",""
"","","","","",""
"","","","","",""
"","","","","",""
"","","","","",""
"","","","","",""
"","","","","",""
"","","","","",""
"","","","","",""
"","","","","",""
"","","","","",""
"","","","","",""
"","","","","",""
"","","","","",""
"","","","","",""
"","","","","",""
"","4. Giá Palladium:","1484.00","","",""
"","","","","",""
"90%PT","1773.3294","","","",""
"10% PALLADIUM","148.4","","","",""
"13% TAX PALLADIUM","19.292","","","",""
"Total","1941.0214","","","",""
