"BÁO CÁO TRẠNG THÁI ĐƠN HÀNG","","","","","","","","","","","","","","","","","","","",""
"Cập nhật đến ngày 10 tháng 07 năm 2026","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","TRẠNG THÁI ĐƠN HÀNG","CHƯA HOÀN TẤT","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"STT","THÁNG","NGÀY ĐẶT HÀNG","CỬA HÀNG","","SỐ PO","","MÃ SẢN PHẨM","TÊN GỌI","LOẠI VÀNG","SL ĐẶT HÀNG
(Viên/Sợi)","TRỌNG LƯỢNG
(Gr)","DEADLINE ĐƠN HÀNG","TIẾN ĐỘ HOÀN THÀNH","SL ĐÃ GIAO","TL ĐÃ GIAO","SL CHƯA HT","TL CHƯA HT","TL quy 24K (L)","CÁCH NGÀY DEADLINE
(Ngày)","CẢNH BÁO"
"106","THÁNG 08","12/08/2025","CH1","SR","[DHAG-25/08/05]","BB","BBY2.54","LẮC BI 2.5/4.0","750Y","5","26.52","","Chờ nguyên liệu","","","5","26.52","19.89","",""
"107","THÁNG 08","12/08/2025","CH1","SR","[DHAG-25/08/05]","BB","BBY36","LẮC BI 3.0/6.0","750Y","10","55.00","","Chờ nguyên liệu","","","10","55.00","41.25","",""
"108","THÁNG 08","12/08/2025","CH1","SR","[DHAG-25/08/05]","BB","BBW2.54","LẮC BI 2.5/4.0","750W","5","26.52","","Chờ nguyên liệu","","","5","26.52","19.89","",""
"109","THÁNG 08","12/08/2025","CH1","SR","[DHAG-25/08/05]","BB","BBW36","LẮC BI 3.0/6.0","750W","5","27.50","","Chờ nguyên liệu","","","5","27.50","20.63","",""
"110","THÁNG 08","12/08/2025","CH1","SR","[DHAG-25/08/05]","BB","BBW2.546","LẮC BI 2.5/4.0/6.0","750W","5","43.90","","Chờ nguyên liệu","","","5","43.90","32.93","",""
"111","THÁNG 08","12/08/2025","CH1","SR","[DHAG-25/08/05]","BB","CBW3","DÂY CHUYỀN BI 3.0","750W","10","170.90","","Chờ nguyên liệu","","","10","170.90","128.18","",""
"112","THÁNG 08","12/08/2025","CH1","SR","[DHAG-25/08/05]","BB","CBW2.5","DÂY CHUYỀN BI 2.5","750W","10","144.48","","Chờ nguyên liệu","","","10","144.48","108.36","",""
"113","THÁNG 08","14/08/2025","CH1","SR","[DHAG-25/08/06]","BB","GBW3-3","VÒNG BI 3.0-3 TẦNG","750W","2","44.24","","Chờ nguyên liệu","","","2","44.24","33.18","",""
"114","THÁNG 08","14/08/2025","CH1","SR","[DHAG-25/08/06]","BB","GBY3-3","VÒNG BI 3.0-3 TẦNG","750Y","2","44.24","","Chờ nguyên liệu","","","2","44.24","33.18","",""
"115","THÁNG 08","14/08/2025","CH1","SR","[DHAG-25/08/07]","BB","BBY2.54","LẮC BI 2.5/4.0","750Y","5","26.52","","","","","5","26.52","19.89","",""
"116","THÁNG 08","14/08/2025","CH1","SR","[DHAG-25/08/07]","BB","BBY36","LẮC BI 3.0/6.0","750Y","10","55.00","","","","","10","55.00","41.25","",""
"117","THÁNG 08","14/08/2025","CH1","SR","[DHAG-25/08/07]","BB","BBY2.546","LẮC BI 2.5/4.0/6.0","750Y","10","87.80","","","","","10","87.80","65.85","",""
"118","THÁNG 08","14/08/2025","CH1","SR","[DHAG-25/08/07]","BB","GBY3-01","VÒNG XOẮN BI 1 TẦNG 3.0, KIỂU XOÁY","750Y","1","5.40","","","","","1","5.40","4.05","",""
"119","THÁNG 08","14/08/2025","CH1","SR","[DHAG-25/08/07]","BB","GBY4-01","VÒNG XOẮN BI 1 TẦNG 4.0, KIẾU CARO","750Y","1","7.00","","","","","1","7.00","5.25","",""
"120","THÁNG 08","14/08/2025","CH1","SR","[DHAG-25/08/07]","BB","GBY2.54-01","VÒNG XOẮN BI 1 TẦNG 2.5/4.0, KIẾU XOÁY","750Y","1","7.50","","","","","1","7.50","5.63","",""
"121","THÁNG 08","14/08/2025","CH1","SR","[DHAG-25/08/07]","BB","GBY3-3","VÒNG BI 3.0- 3 TẦNG","750Y","2","44.24","","","","","2","44.24","33.18","",""
"122","THÁNG 08","18/08/2025","PKD SĨ","QUỐC BẢO GOLD","[DHAG-25/08/08]","DD","CY35SS","DÂY MÌ VUÔNG 0.35MM","680Y","10","44.00","","Khuôn lỗi","","","10","44.00","29.92","",""
"123","THÁNG 08","28/08/2025","PKD SĨ","KIM LAN","[DHAG-25/08/13]","BB","CBW4","DÂY BI 4.0MM 
KIỂU CHỮ S CONG","750W","3","61.38","","","","","3","61.38","46.04","",""
"124","THÁNG 08","28/08/2025","PKD SĨ","KIM LAN","[DHAG-25/08/13]","BB","CBW2.54","DÂY BI 3MM/5.0MM
- BI 3MM CHỮ S CONG
- BI 5.0MM CHỮ S CONG","750W","3","64.65","","","","","3","64.65","48.49","",""
"125","THÁNG 08","28/08/2025","PKD SĨ","KIM LAN","[DHAG-25/08/13]","BB","CBW2","DÂY BI 2.0MM
- BI 2.0MM KIỂU XOÁY","750W","2","20.77","","","","","2","20.77","15.58","",""
"126","THÁNG 08","28/08/2025","PKD SĨ","KIM LAN","[DHAG-25/08/13]","BB","CBW3","DÂY BI 3.0MM
- BI 3.0MM KIỂU S CONG","750W","3","46.25","","Đang thực hiện ra dây","","","3","46.25","34.69","",""
"127","THÁNG 08","28/08/2025","PKD SĨ","KIM LAN","[DHAG-25/08/13]","BB","BBW6","LẮC BI 6.0MM
- BI 6.0MM KIỂU S CONG","750W","3","26.91","","","","","3","26.91","20.18","",""
"128","THÁNG 08","28/08/2025","PKD SĨ","KIM LAN","[DHAG-25/08/13]","BB","BBW46","LẮC BI 4.0MM/6.0MM
- BI 4.0MM CHỮ S CONG
- BI 6.0MM CHỮ S CONG","750W","4","28.66","","","","","4","28.66","21.50","",""
"129","THÁNG 08","28/08/2025","PKD SĨ","KIM LAN","[DHAG-25/08/13]","BB","BBW3","LẮC BI 3.0MM
- BI 3.0MM KIỂU S CONG","750W","2","10.68","","Đang thực hiện ra dây","","","2","10.68","8.01","",""
"130","THÁNG 09","24/09/2025","PKD SĨ","BẢO TÍN GOLD","[DHAG-25/09/03]","DD","BY35FS","LẮC FRANCO VUÔNG 0.35MM","610Y","5","7.15","","","","","5","7.15","4.36","",""
"131","THÁNG 09","24/09/2025","PKD SĨ","BẢO TÍN GOLD","[DHAG-25/09/03]","DD","BY40FS","LẮC FRANCO VUÔNG 0.40MM","610Y","5","12.39","","","","","5","12.39","7.56","",""
"132","THÁNG 09","24/09/2025","PKD SĨ","BẢO TÍN GOLD","[DHAG-25/09/03]","DD","BY50FS","LẮC FRANCO VUÔNG 0.50MM","610Y","5","17.70","","","","","5","17.70","10.80","",""
"133","THÁNG 09","24/09/2025","PKD SĨ","BẢO TÍN GOLD","[DHAG-25/09/03]","DD","BY60FS","LẮC FRANCO VUÔNG 0.60MM","610Y","5","24.95","","","","","5","24.95","15.22","",""
"134","THÁNG 09","24/09/2025","PKD SĨ","BẢO TÍN GOLD","[DHAG-25/09/03]","DD","BY70FS","LẮC FRANCO VUÔNG 0.70MM","610Y","5","29.51","","","","","5","29.51","18.00","",""
"135","THÁNG 09","24/09/2025","PKD SĨ","BẢO TÍN GOLD","[DHAG-25/09/03]","BB","BBY34","LẮC BI 3.0/4.0","610Y","3","20.28","","","","","3","20.28","12.37","",""
"136","THÁNG 09","24/09/2025","PKD SĨ","BẢO TÍN GOLD","[DHAG-25/09/03]","BB","BBY36","LẮC BI 3.0/6.0","610Y","3","24.39","","","","","","","","",""
"137","THÁNG 09","24/09/2025","PKD SĨ","QUỐC BẢO GOLD","[DHAG-25/09/04]","DD","CY30CA4","DÂY CONG KHẾ 0.30MM
 (DÂY MÉT)","680Y","1","80.50","","","","","","","","",""
"138","THÁNG 09","30/09/2025","PKD SĨ","Chào hàng","[DHAG-25/09/06]","DD","CY35CA4","DÂY CONG KHẾ 0.35MM","610Y","20","35.00","","","","","","","","",""
"139","THÁNG 09","30/09/2025","PKD SĨ","Chào hàng","[DHAG-25/09/06]","DD","CY40CA4","DÂY CONG KHẾ 0.40","610Y","20","48.40","","","","","","","","",""
"140","THÁNG 09","30/09/2025","PKD SĨ","Chào hàng","[DHAG-25/09/06]","DD","CY30SS","DÂY MÌ VUÔNG 0.30MM","610Y","10","30.80","","","","","","","","",""
"141","THÁNG 09","30/09/2025","PKD SĨ","Chào hàng","[DHAG-25/09/06]","DD","CY50HE","DÂY MI DẸP TRƠN 0.50MM","610Y","10","88.10","","","","","","","","",""
"142","THÁNG 09","30/09/2025","PKD SĨ","Chào hàng","[DHAG-25/09/06]","DD","CY60HE","DÂY MI DẸP TRƠN 0.60MM","610Y","5","73.90","","","","","","","","",""
"143","THÁNG 09","30/09/2025","PKD SĨ","Chào hàng","[DHAG-25/09/06]","DD","BY40FS","LẮC FRANCO VUÔNG 0.40MM","610Y","10","26.50","","","","","","","","",""
"144","THÁNG 09","30/09/2025","PKD SĨ","Chào hàng","[DHAG-25/09/06]","DD","BY50FS","LẮC FRANCO VUÔNG 0.50MM","610Y","10","35.40","","","","","","","","",""
"145","THÁNG 09","30/09/2025","PKD SĨ","Chào hàng","[DHAG-25/09/06]","DD","BY60FS","LẮC FRANCO VUÔNG 0.60MM","610Y","5","24.25","","","","","","","","",""
"146","THÁNG 09","30/09/2025","PKD SĨ","Chào hàng","[DHAG-25/09/06]","BB","GBY2-1","Vòng bi 2.0mm 1 tầng
- Bi 2.0 kiểu caro","610Y","10","52.00","","","","","","","","",""
"147","THÁNG 09","30/09/2025","PKD SĨ","Chào hàng","[DHAG-25/09/06]","BB","GBY6-1","Vòng bi 6.0mm 1 tầng
- Bi 6.0 kiểu chữ S","610Y","5","42.25","","","","","","","","",""
"148","THÁNG 09","30/09/2025","PKD SĨ","Chào hàng","[DHAG-25/09/06]","BB","GBY4-1","Vòng bi 4.0mm 1 tầng
- Bi 4.0 kiểu chữ S","610Y","5","32.20","","","","","","","","",""
"149","THÁNG 09","30/09/2025","PKD SĨ","Chào hàng","[DHAG-25/09/06]","BB","GBY8-1","Vòng bi 8.0mm 1 tầng
- Bi 8.0 kiểu chữ S","610Y","5","70.50","","","","","","","","",""
"150","THÁNG 09","30/09/2025","PKD SĨ","Chào hàng","[DHAG-25/09/06]","BB","GBY468-1","Vòng bi 4.0mm/6.0mm/8.0mm 1 tầng
- kiểu chữ S","610Y","5","44.25","","","","","","","","",""
"151","THÁNG 09","30/09/2025","PKD SĨ","Chào hàng","[DHAG-25/09/06]","BB","BBY24","Lắc bi 2.0mm/4.0mm
- kiểu caro","610Y","10","56.00","","","","","","","","",""
"152","THÁNG 09","30/09/2025","PKD SĨ","Chào hàng","[DHAG-25/09/06]","BB","BBY26","Lắc bi 2.0mm/6.0mm
- 2.0mm kiểu caro
- 6.0mm kiểu chữ S","610Y","5","36.00","","","","","","","","",""
"153","THÁNG 09","30/09/2025","PKD SĨ","Chào hàng","[DHAG-25/09/06]","BB","BBY46","Lắc bi 4.0mm/6.0mm
- kiểu chữ S","610Y","5","34.21","","","","","","","","",""
"154","THÁNG 09","30/09/2025","PKD SĨ","Chào hàng","[DHAG-25/09/06]","BB","BBY48","Lắc bi 4.0mm/8.0mm
- kiểu chữ S","610Y","5","56.00","","","","","","","","",""
"155","THÁNG 09","30/09/2025","PKD SĨ","Chào hàng","[DHAG-25/09/06]","BB","BBY468","Lắc bi 4.0mm/6.0mm/8.0mm
- kiểu chữ S","610Y","5","39.35","","","","","","","","",""
"156","THÁNG 09","30/09/2025","PKD SĨ","Chào hàng","[DHAG-25/09/06]","DD","CY35CA4","DÂY CONG KHẾ 0.35","680Y","","","","","","","","","","",""
"157","THÁNG 09","30/09/2025","PKD SĨ","Chào hàng","[DHAG-25/09/06]","DD","CY40CA4","DÂY CONG KHẾ 0.40","680Y","","","","","","","","","","",""
"158","THÁNG 09","30/09/2025","PKD SĨ","Chào hàng","[DHAG-25/09/06]","DD","CY50CA4","DÂY CONG KHẾ 0.50","680Y","","","","","","","","","","",""
"159","THÁNG 09","30/09/2025","PKD SĨ","Chào hàng","[DHAG-25/09/06]","DD","CW60HE","DÂY MÌ DẸP TRƠN 0.60","750W","5","84.00","","","","","","","","",""
"160","THÁNG 09","30/09/2025","PKD SĨ","Chào hàng","[DHAG-25/09/06]","DD","CW35CA4","DÂY CONG KHẾ 0.35","750W","20","35.00","","","","","","","","",""
"161","THÁNG 09","30/09/2025","PKD SĨ","Chào hàng","[DHAG-25/09/06]","DD","CW40CA4","DÂY CONG KHẾ 0.40","750W","10","24.20","","","","","","","","",""
"162","THÁNG 09","30/09/2025","PKD SĨ","Chào hàng","[DHAG-25/09/06]","BB","GBW46-1","Vòng bi 4.0mm/6.0mm 1 tầng
Kiểu chữ S","750W","5","38.00","","","","","","","","",""
"163","THÁNG 09","30/09/2025","PKD SĨ","Chào hàng","[DHAG-25/09/06]","BB","GBW48-1","Vòng bi 4.0mm/8.0mm
- Bi 4.0 kiểu caro
- Bi 8.0 kiểu chữ S","750W","5","60.50","","","","","","","","",""
"164","THÁNG 09","30/09/2025","PKD SĨ","Chào hàng","[DHAG-25/09/06]","BB","GBW4","Vòng bi 4.0mm 1 tầng
kiểu chữ S","750W","5","32.20","","","","","","","","",""
"165","THÁNG 09","30/09/2025","PKD SĨ","Chào hàng","[DHAG-25/09/06]","BB","BBW26","Lắc bi 2.0mm/6.0mm
- Bi 2.0 kiểu caro
- Bi 6.0 kiểu chữ S","750W","5","36.00","","","","","","","","",""
"166","THÁNG 09","30/09/2025","PKD SĨ","Chào hàng","[DHAG-25/09/06]","BB","BBW46","Lắc bi 4.0mm/6.0mm
kiểu chữ S","750W","5","34.21","","","","","","","","",""
"167","THÁNG 09","30/09/2025","PKD SĨ","Chào hàng","[DHAG-25/09/06]","BB","BBW48","Lắc bi 4.0mm/8.0mm
- Bi 4.0mm kiểu caro
- Bi 8.0mm chữ S","750W","5","56.00","","","","","","","","",""
"168","THÁNG 09","30/09/2025","PKD SĨ","Chào hàng","[DHAG-25/09/06]","BB","CBW2","Dây bi 2.0mm
Kiểu caro","750W","5","51.95","","","","","","","","",""
"169","THÁNG 09","30/09/2025","PKD SĨ","Chào hàng","[DHAG-25/09/06]","BB","CBW24","Dây bi 2.0mm/4.0mm
- Bi 2.0mm kiểu caro
- Bi 4.0mm kiểu chữ S","750W","5","75.00","","","","","","","","",""
"170","THÁNG 10","10/02/2025","PKD SĨ","KIM LONG","[DHAG-25/10/01]","DD","CY30HT1","DÂY MÌ DẸP XOẮN 0.30MM","610Y","10","35.70","","","","","","","","",""
"171","THÁNG 10","10/02/2025","PKD SĨ","KIM LONG","[DHAG-25/10/01]","DD","CY40HT1","DÂY MÌ DẸP XOẮN 0.40MM","610Y","10","70.23","","","","","","","","",""
"172","THÁNG 10","10/02/2025","PKD SĨ","KIM LONG","[DHAG-25/10/01]","DD","CY50HT1","DÂY MÌ DẸP XOẮN 0.50MM","610Y","10","87.68","","","","","","","","",""
"173","THÁNG 10","10/02/2025","PKD SĨ","KIM LONG","[DHAG-25/10/01]","DD","CY60HT1","DÂY MÌ DẸP XOẮN 0.60MM","610Y","10","139.44","","","","","","","","",""
"174","THÁNG 10","10/02/2025","PKD SĨ","KIM LONG","[DHAG-25/10/01]","BB","BBY2.5","Lắc bi 2.5 kiểu xoáy","610Y","5","20.85","","","","","","","","",""
"175","THÁNG 10","10/02/2025","PKD SĨ","KIM LONG","[DHAG-25/10/01]","BB","BBY2.5","Lắc bi 2.5 kiểu kim cương","610Y","5","20.85","","","","","","","","",""
"176","THÁNG 10","10/02/2025","PKD SĨ","KIM LONG","[DHAG-25/10/01]","BB","BBY4","Lắc bi 4.0 kiểu chữ S","610Y","10","58.96","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
